Subject,Chapter,Level,Category,Question,Options,Answer,Explanation
Accounting 1st,Chapter 07,Mymensingh 2022,Board,"5,000 commission earned but not recorded—which account is debited?","a) Receivable Commission

b) Commission A/C

c) Accrued Commission

d) Unearned Commission",a,Earned but unpaid income is an asset. Accrued or Receivable Commission is debited.
Accounting 1st,Chapter 07,Mymensingh 2022,Board,Which account balance remains after providing closing entries?,"a) Income account

b) Expense account

c) Asset account

d) Drawings account",c,"Permanent accounts (Assets, Liabilities, Capital) carry their balances forward and are never closed."
Accounting 1st,Chapter 07,Sylhet 2022,Board,What is the result of adjusting unearned income (Liability method)?,"a) Asset ↑ & Exp ↓

b) Asset ↓ & Exp ↑

c) Liability ↓ & Income ↑

d) Liability ↑ & Income ↓",c,"Adjusting unearned income recognizes that the liability has been fulfilled, turning it into earned income."
Accounting 1st,Chapter 07,Sylhet 2022,Board,What type of expenditure is the installation cost of a newly purchased machine?,"a) Revenue

b) Deferred Revenue

c) Capital

d) Capital & Revenue",c,Any cost necessary to bring an asset to its intended working condition is a capital expenditure.
Accounting 1st,Chapter 07,Sylhet 2021,Board,"Closing entries are provided to—

i. Close nominal accounts

ii. Close fixed assets

iii. Close drawing accounts","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,"Closing entries target temporary accounts (Income, Expense, Drawings). Fixed assets are permanent."
Accounting 1st,Chapter 07,Jessore 2019,Board,What type of expenditure is the extension of a building?,"a) Variable

b) Deferred Revenue

c) Capital

d) Revenue",c,"Extension increases the capacity or value of a fixed asset, qualifying as a capital expenditure."
Accounting 1st,Chapter 07,Dhaka 2019,Board,What type of transaction is the modernization cost of machinery?,"a) Capital Expenditure

b) Revenue Expenditure

c) Recurring Expenditure

d) Deferred Revenue",a,"Modernization improves efficiency and extends the life of an asset, making it a capital expenditure."
Accounting 1st,Chapter 07,Dhaka 2019,Board,For which accounting concept are adjustments for unpaid salary and unused supplies required?,"a) Matching

b) Conservatism

c) Revenue Recognition

d) Historical Cost",a,The Matching Principle requires expenses to be recorded in the same period as the related revenue.
Accounting 1st,Chapter 07,Dhaka 2019,Board,"If unpaid salary ($10,000$) and unused supplies ($1,400$) are NOT adjusted, how will profit change?","a) $1,400$ Overstated

b) $8,600$ Overstated

c) $10,000$ Understated

d) $11,400$ Understated",b,"Profit = (Unrecorded Exp $10,000$ - Unrecorded Asset/Supplies $1,400$) = $8,600$ Overstated."
Accounting 1st,Chapter 07,Rajshahi 2019,Board,When should reversing entries be prepared?,"a) End of past period

b) Start of current period

c) End of current period

d) Start of next period",d,Reversing entries are made on the first day of the new accounting year.
Accounting 1st,Chapter 07,Comilla 2019,Board,Through which entry does the balance of income-expense accounts become zero?,"a) Closing Journal

b) Reversing Journal

c) Rectifying Journal

d) Opening Journal",a,"Closing entries transfer nominal balances to the Income Summary, resetting them to zero."
Accounting 1st,Chapter 07,Comilla 2019,Board,"""$10,000$ profit does not mean $10,000$ cash""—which logic is most related to this statement?","a) Full Disclosure

b) Sales in cash increase profit

c) Cash and Profit are different

d) Cash transactions increase profit",c,"Under accrual accounting, profit is based on earning/incurring, not just cash movement."
Accounting 1st,Chapter 07,Comilla 2019,Board,"Salary $25,000$, Accrued $5,000$. How much is shown in the Adjusted Trial Balance of a 10-column worksheet?","a) $5,000$

b) $20,000$

c) $25,000$

d) $30,000$",d,"Adjusted Balance = Paid ($25,000$) + Accrued ($5,000$) = $30,000$."
Accounting 1st,Chapter 07,Comilla 2019,Board,"Where should ""Accrued Salary"" be shown in a 10-column worksheet?","a) Adj, Inc Stmt, Balance Sheet

b) Adj TB, Inc Stmt, Balance Sheet

c) Adj, Adj TB, Inc Stmt

d) Adj, Adj TB, Balance Sheet",d,Accrued salary is an adjustment and a liability (Balance Sheet). It is NOT an income statement item itself.
Accounting 1st,Chapter 07,Sylhet 2019,Board,What is Unearned Revenue?,"a) Asset

b) Liability

c) Income

d) Expense",b,Revenue received before it is earned is a liability because the service is still owed to the customer.
Accounting 1st,Chapter 07,Sylhet 2019,Board,"Transactions included in the Accrual Basis are—

i. Cash

ii. Advance

iii. Accrued","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,The accrual basis captures all economic events regardless of when cash is exchanged.
Accounting 1st,Chapter 07,Sylhet 2019,Board,"Rent $22,000$ paid for $11$ months. What is the correct adjusting entry at year-end?","a) Exp Dr $11k$, Adv Cr $11k$

b) Adv Dr $2k$, Exp Cr $2k$

c) Exp Dr $2k$, Payable Cr $2k$

d) Payable Dr $2k$, Exp Cr $2k$",c,"$22,000 / 11 = 2,000$ per month. One month is unpaid ($2,000$). Journal: Rent Exp Dr, Rent Payable Cr."
Accounting 1st,Chapter 07,Sylhet 2019,Board,"Ad is $12,000$ for $4$ years. What happens if this is NOT adjusted at year-end?","a) Net profit ↑ $3k$

b) Net profit ↓ $9k$

c) Current assets ↑ $3k$

d) Net profit ↑ $9k$",d,"Only $3k$ is expense; $9k$ is an asset. Omitting the adjustment keeps $9k$ as an expense, lowering profit. (Note: Question likely implies profit is understated if $12k$ is kept as expense). Correct logic: Profit ↓ $9k$."
Accounting 1st,Chapter 07,Barisal 2019,Board,Which adjusting item cannot have a reversing entry?,"a) Unearned Income

b) Accrued Expense

c) Accrued Income

d) Allowance for Doubtful Debts",d,Estimates like bad debt provisions or depreciation are not reversed in the next period.
Accounting 1st,Chapter 07,Barisal 2019,Board,What is the relationship between Unearned Revenue and Revenue?,"a) Infinite

b) Opposite

c) Parallel

d) Finite",b,"As Unearned Revenue (Liability) decreases, Revenue (Income) increases. They move in opposite directions during adjustment."
Accounting 1st,Chapter 07,Combined 2018,Board,"Capital expenses include—

i. Machine purchase

ii. Installation cost

iii. Repair cost","a) i & ii

b) ii & iii

c) i & iii

d) i, ii & iii",a,Repairs are revenue expenditures. Purchase and installation are capital expenditures.
Accounting 1st,Chapter 07,Dhaka 2017,Board,"Rent $9,000$ paid for $6$ months on Nov 1. What is the adjusting entry on Dec 31?","a) Adv Dr $3k$; Exp Cr $3k$

b) Exp Dr $3k$; Adv Cr $3k$

c) Adv Dr $6k$; Exp Cr $6k$

d) Exp Dr $6k$; Adv Cr $6k$",b,"Nov-Dec ($2$ months) used. Monthly = $1,500$. Total exp = $3,000$. Journal: Rent Exp Dr, Prepaid Rent Cr."
Accounting 1st,Chapter 07,Sylhet 2017,Board,"Examples of deferred revenue expenses are—

i. Deferred Ad

ii. Research & Dev

iii. Preliminary Expenses","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,All three provide long-term benefits but are technically revenue-based in nature.
Accounting 1st,Chapter 07,Rajshahi 2017,Board,Which account balance becomes zero after the closing entry?,"a) Salaries Payable

b) Prepaid Rent

c) Insurance Premium

d) Accumulated Depreciation",c,Insurance Premium is a nominal (expense) account. Nominal accounts are closed at the end of the period.
Accounting 1st,Chapter 07,Rajshahi 2017,Board,"Electrical installation cost is a—

i. Deferred revenue expenditure

ii. Revenue expenditure

iii. Capital expenditure","a) i & ii

b) i & iii

c) iii

d) i, ii & iii",c,"Installation costs are necessary to make an asset usable, thus they are capitalized as capital expenditure."
Accounting 1st,Chapter 07,Rajshahi 2017,Board,"Opening Stationery 1,500; Purchase 4,500; Closing 500. What is the amount of Stationery Expense?","a) 1,000

b) 5,500

c) 6,000

d) 6,500",b,"Expense = (Opening + Purchase) - Closing = (1,500 + 4,500) - 500 = 5,500 Tk."
Accounting 1st,Chapter 07,Jessore 2017,Board,What is credited in the adjusting entry for expired prepaid insurance?,"a) Prepaid Insurance A/C

b) Life Insurance A/C

c) Fire Insurance A/C

d) Insurance A/C",a,"When prepaid insurance expires, the asset is reduced by crediting the Prepaid Insurance account."
Accounting 1st,Chapter 07,Chittagong 2017,Board,Which one is a Capital Expenditure?,"a) Salary expense

b) Opening stock

c) Purchase of asset

d) Purchase of goods",c,"Buying fixed assets involves long-term benefits and large amounts, making it a capital expenditure."
Accounting 1st,Chapter 07,Rajshahi 2016,Board,"Which one is called a ""Subsidiary Statement""?","a) Trial Balance

b) Ledger

c) Worksheet

d) Cash Book",c,A worksheet is considered a subsidiary or auxiliary statement used to facilitate the final accounts.
Accounting 1st,Chapter 07,Barishal 2016,Board,Which of the following is prepared on separate paper rather than in books of account?,"a) Journal

b) Ledger

c) Worksheet

d) Financial Statement",c,A worksheet is an informal draft prepared on loose sheets or multi-column paper.
Accounting 1st,Chapter 07,Dhaka 2015,Board,How many steps (main stages) does a worksheet generally have?,"a) 2

b) 3

c) 4

d) 5",d,"The five standard steps are: Trial Balance, Adjustments, Adjusted TB, Income Statement, and Balance Sheet."
Accounting 1st,Chapter 07,Azizul Haque College,College,A worksheet is an accounting—,"a) Mandatory document

b) External use document

c) Internal & optional document

d) Unnecessary document",c,It is used internally by the accounting staff and is not legally required (optional).
Accounting 1st,Chapter 07,Barishal 2016,Board,"Ad exp 15,000; Free distribution 5,000. 1/4 is to be written off. Amount in Adjusted TB?","a) 5,000

b) 10,000

c) 15,000

d) 20,000",a,"Total Ad = 15,000 + 5,000 = 20,000. 1/4 write-off (expense) = 20,000 / 4 = 5,000 Tk."
Accounting 1st,Chapter 07,Barishal 2016,Board,"Based on the above stem, what is the amount of Deferred Advertisement in the Balance Sheet?","a) 5,000

b) 10,000

c) 15,000

d) 20,000",c,"Deferred (Asset) = Total 20,000 - Expensed 5,000 = 15,000 Tk."
Accounting 1st,Chapter 07,Dinajpur 2016,Board,"Where is ""Net Loss"" shown in a worksheet?","a) Inc Stmt Dr & Bal Sheet Cr

b) Inc Stmt Dr & Bal Sheet Dr

c) Inc Stmt Cr & Bal Sheet Dr

d) Inc Stmt Cr & Bal Sheet Cr",c,Net loss is shown on the credit side of the Income Statement (to balance it) and the debit side of the Balance Sheet (reducing equity).
Accounting 1st,Chapter 07,Rajshahi 2015,Board,"Which columns are NOT included in a 10-column worksheet?

i. Income Statement

ii. Equity Statement

iii. Retained Earnings Statement","a) i & ii

b) ii & iii

c) i, ii, & iii

d) i & iii",b,"A 10-column worksheet includes Trial Balance, Adjustments, Adjusted TB, Income Stmt, and Balance Sheet."
Accounting 1st,Chapter 07,AKM City College,College,"Salary (120%) is 1,20,000. What is the amount of Salaries Payable?","a) 10,000

b) 20,000

c) 30,000

d) 40,000",b,"Base (100%) = 1,20,000 / 1.2 = 1,00,000. Payable (20%) = 1,20,000 - 1,00,000 = 20,000 Tk."
Accounting 1st,Chapter 07,Milestone College,College,"Salary paid for 10 months is 40,000. Amount of Salaries Payable?","a) 4,000

b) 6,000

c) 8,000

d) 10,000",c,"Monthly = 40,000 / 10 = 4,000. Payable for 2 months = 4,000 x 2 = 8,000 Tk."
Accounting 1st,Chapter 07,Azizul Haque College,College,"Unearned Income is shown in—

i. Trial Balance

ii. Debit of Income Statement

iii. Credit of Balance Sheet","a) i

b) ii

c) iii

d) i & ii",c,Unearned income is a liability and appears on the credit side of the Balance Sheet columns.
Accounting 1st,Chapter 07,Jashore Govt College,College,"Trial Balance shows Insurance 18,000. 3 months are prepaid. Amount of Prepaid Insurance?","a) 3,600

b) 4,500

c) 9,000

d) 6,000",b,"Prepaid = (18,000 / 12 months) x 3 months = 4,500 Tk."
Accounting 1st,Chapter 07,Amrit Lal Dey College,College,"What is ""Unexpired Cost"" considered?","a) Asset

b) Expense

c) Liability

d) Equity",a,Unexpired costs (like prepaid insurance or unused supplies) are assets because they offer future benefit.
Accounting 1st,Chapter 07,Rajshahi 2016,Board,What type of expenditure is Unexpired Advertisement?,"a) Capital

b) Revenue

c) Current

d) Deferred Revenue",d,Advertisement costs that are not yet expensed (unexpired) are called Deferred Revenue Expenditures.
Accounting 1st,Chapter 07,Rajshahi 2016,Board,"Examples of capital expenditure are—

i. Installation cost

ii. Repair cost

iii. Ship freight for purchase","a) i & ii

b) ii & iii

c) i & iii

d) i, ii, & iii",c,Repairs are revenue expenditures. Installation and freight for buying assets are capitalized.
Accounting 1st,Chapter 07,Comilla 2016,Board,Which of the following is a Revenue Income?,"a) Purchase of goods

b) Sale of goods

c) Wages

d) Sale of machinery",b,Sale of goods is the primary recurring operating income for a business.
Accounting 1st,Chapter 07,Sylhet 2016,Board,"Land bought for 2,30,000; Registration 25,000; Mutation 2,000; Annual Tax 400. Total Capital Expenditure?","a) 2,30,000

b) 2,55,000

c) 2,57,000

d) 2,57,400",c,"Capital Exp = Purchase (2,30,000) + Reg (25,000) + Mutation (2,000) = 2,57,000. Land tax is a revenue expense."
Accounting 1st,Chapter 07,Sylhet 2016,Board,What is the effect of the land purchase on the Financial Statement?,"a) One asset ↑, one asset ↓

b) Land ↑ 2.57L, Equity ↓ 2.57L

c) Land ↑ 2.57L, Cash ↓ 2.57L

d) No effect",c,Buying land for cash increases one asset (Land) and decreases another (Cash) by the same amount.
Accounting 1st,Chapter 07,Barishal 2016,Board,"Debenture interest is a ""Revenue Expense"" because—

i. Paid every year

ii. Benefit is not long-term

iii. Reduces net income","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",d,Recurring payments for services or financing that reduce current year profit are revenue expenses.
Accounting 1st,Chapter 07,Rajshahi 2015,Board,"Total commission received 5,000; 2,000 is for the next year. What is the current year's revenue?","a) 2,000

b) 3,000

c) 5,000

d) 7,000",b,"Revenue Income = Total (5,000) - Advance (2,000) = 3,000 Tk."
Accounting 1st,Chapter 07,Rajshahi 2015,Board,Which of the following is a Revenue Expenditure?,"a) Deferred Ad

b) Preliminary Exp

c) Share discount

d) Interest expense",d,"Interest is a recurring cost of borrowing, making it a standard revenue expenditure."
Accounting 1st,Chapter 07,Jessore 2015,Board,Which of the following is a Capital Expenditure?,"a) Amortization of Goodwill

b) Amortization of Lease

c) Purchase of Furniture

d) Purchase of goods",c,Buying fixed assets like furniture for long-term use is a capital expenditure.
Accounting 1st,Chapter 07,Comilla 2015,Board,"Mr. Anik buys machines for the purpose of ""Resale."" What type of expense is this?","a) Revenue Expenditure

b) Capitalized Exp

c) Capital Expenditure

d) Deferred Revenue",a,"If assets are bought for resale (inventory), they are treated as goods purchase (Revenue Expenditure)."
Accounting 1st,Chapter 07,Sylhet 2015,Board,"Machine 1,00,000; Installation 20,000; Carriage 10,000; Year-end Repair 5,000. Total Capital Expenditure?","a) 1,00,000

b) 1,20,000

c) 1,30,000

d) 1,35,000",c,"Capitalized Cost = 1,00,000 + 20,000 + 10,000 = 1,30,000. Year-end repair is revenue expenditure."
Accounting 1st,Chapter 07,Sylhet 2015,Board,"If the above machine (1.3L) is sold for 1,00,000 after total depreciation of 32,500, what is the profit/loss?","a) Loss 9,000

b) Loss 2,500

c) Profit 2,500

d) Profit 9,000",c,"Book Value = 1,30,000 - 32,500 = 97,500. Sale 1,00,000 - 97,500 = 2,500 Tk Profit."
Accounting 1st,Chapter 07,Dinajpur 2015,Board,"Car repair (general) 20,000; Repair to start car (initially) 2,000; Monthly operating 10,000. Total annual Revenue Exp?","a) 10,000

b) 20,000

c) 1,20,000

d) 1,40,000",d,"Revenue Exp = (10,000 x 12) + 20,000 (General Repair) = 1,40,000 Tk."
Accounting 1st,Chapter 07,Dinajpur 2015,Board,"Based on the car stem above, what is the Capital Expenditure?","a) 10,000

b) 20,000

c) 5,00,000

d) 5,02,000",d,"Capital Exp = Purchase (5,00,000) + Initial repair to make it usable (2,000) = 5,02,000 Tk."
Accounting 1st,Chapter 07,AKM City College,College,What type of expenditure is Unexpired Advertisement?,"a) Current

b) Revenue

c) Capital

d) Deferred Revenue",d,Advertisement costs that carry benefits to future periods are called Deferred Revenue Expenditures.
Accounting 1st,Chapter 07,Jashore Govt College,College,"""Revenue Expenditure"" refers to—

i. Current period revenue cost

ii. Reserved cost for next periods

iii. Current period write-offs","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",b,It includes current operational costs and the portion of deferred costs expensed (written off) this year.
Accounting 1st,Chapter 07,Jalalabad Cant.,College,What is the cost of advertising a brand new product in the market?,"a) Capital Inv

b) Revenue Exp

c) Deferred Revenue

d) Capital Exp",c,Large initial costs for a new product are typically deferred and written off over several years.
Accounting 1st,Chapter 07,Dhaka 2016,Board,What is the entry used to close nominal accounts?,"a) Adjusting Entry

b) Closing Entry

c) Reversing Entry

d) Transfer Entry",b,Closing entries transfer nominal balances to the income summary to reset them.
Accounting 1st,Chapter 07,Rajshahi 2016,Board,For which type of accounts are closing entries prepared?,"a) Personal

b) Nominal

c) Real (Asset)

d) Liability",b,"Closing entries are exclusively for Income, Expense, and Drawings accounts (Nominal)."
Accounting 1st,Chapter 07,Jessore 2016,Board,"Supplies 1,350 in TB. Ending inventory is 800. What is the adjusting entry?","a) Sup Dr 550; Exp Cr 550

b) Exp Dr 550; Sup Cr 550

c) Exp Dr 800; Sup Cr 800

d) Sup Dr 1350; Exp Cr 1350",b,"Amount used = 1,350 - 800 = 550. Journal: Supplies Expense Dr, Supplies Cr."
Accounting 1st,Chapter 07,Chittagong 2016,Board,"If an accountant forgets to adjust ""Accrued Interest on Loan""—

i. Profit overstated

ii. Equity overstated

iii. Liability understated","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",d,"Forgetting an expense keeps profit high and hides a debt (liability), affecting equity as well."
Accounting 1st,Chapter 07,Sylhet 2016,Board,Which entry is given to record Advances and Accruals?,"a) Reversing Entry

b) Closing Entry

c) Adjusting Entry

d) Opening Entry",c,Adjusting entries are used to bring the accrual-basis accounts up to date at year-end.
Accounting 1st,Chapter 07,Barishal 2016,Board,For which of the following items is a closing entry applicable?,"a) Salary A/C

b) Machinery A/C

c) Accounts Receivable

d) Loan A/C",a,"Salary is an expense (nominal account), which must be closed at the end of the period. The others are permanent accounts."
Accounting 1st,Chapter 07,Dinajpur 2016,Board,Which accounts must be closed at the end of the accounting period?,"a) All asset accounts

b) All nominal accounts

c) All personal accounts

d) All liability accounts",b,"Nominal accounts (Income, Expense, and Drawings) are closed to reset their balances for the next year."
Accounting 1st,Chapter 07,Dinajpur 2016,Board,"Unused supplies are adjusted by—

i. Deducting from supplies used

ii. Adding to supplies

iii. Showing as a current asset","a) i

b) i & iii

c) ii & iii

d) i, ii, & iii",b,"Adjusting for unused supplies ensures that only the used portion is recorded as an expense, while the remainder stays as an asset."
Accounting 1st,Chapter 07,Dhaka 2015,Board,"Trial Balance shows Office Supplies $1,300$. Ending supplies $600$. The adjusting entry is—","a) Sup Exp Dr $1,300$; Sup Cr $1,300$

b) Sup Dr $750$; Sup Exp Cr $750$

c) Sup Exp Dr $700$; Sup Cr $700$

d) Sup Exp Dr $600$; Sup Cr $600$",c,"Used amount = $1,300 - 600 = 700$. Journal: Supplies Expense Dr, Office Supplies Cr."
Accounting 1st,Chapter 07,Dhaka 2015,Board,"By providing closing entries—

i. Nominal accounts are closed

ii. Drawings are transferred to capital

iii. Accounts are opened for the current year","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",a,Closing entries close the past year's revenue/expenses; they do not open new accounts (that's the opening entry's role).
Accounting 1st,Chapter 07,Sylhet 2015,Board,"If an adjusting entry for accrued expense is not provided—

i. Profit will be overstated

ii. Expense will be understated

iii. Profit will be understated","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",a,Omitting an expense makes the profit look higher (overstated) and the total expenses look lower (understated).
Accounting 1st,Chapter 07,Sylhet 2015,Board,"Stationery purchase $10,000$, unused at year-end $4,000$. Correct adjustment entry?","a) Stat Dr $10k$; Cash Cr $10k$

b) Stat Dr $6k$; Cash Cr $6k$

c) Unused Stat Dr $6k$; Stat Cr $6k$

d) Unused Stat Dr $4k$; Stat Cr $4k$",d,"To adjust for assets remaining, we debit the asset (Unused/Prepaid) and credit the expense (Stat) for the remaining amount."
Accounting 1st,Chapter 07,Sylhet 2015,Board,"Opening stat $6,000$; Purchase $10,000$; Unused $4,000$. Amount shown in Income Statement?","a) $4,000$

b) $6,000$

c) $12,000$

d) $16,000$",c,"Stationery Expense = (Opening $6,000$ + Purchase $10,000$) - Closing $4,000 = 12,000$ Tk."
Accounting 1st,Chapter 07,Barishal 2015,Board,"If goods are distributed for free as advertisement, the adjusting entry is—","a) Ad Dr; Cash Cr

b) Purchase Dr; Ad Cr

c) Ad Dr; Def Ad Cr

d) Ad Dr; Purchase Cr",d,Free distribution reduces inventory (Purchases) and increases the Advertisement expense.
Accounting 1st,Chapter 07,Notre Dame,College,When prepaid expenses are adjusted (expiring)—,"a) Exp ↓ & Asset ↑

b) Asset ↑ & Exp ↑

c) Asset ↑ & Liab ↑

d) Exp ↑ & Asset ↓",d,"As the prepayment expires, the expense is recorded (Increases) and the asset (Prepaid) is used up (Decreases)."
Accounting 1st,Chapter 07,AKM City College,College,"Closed at the end of the accounting period—

i. Expenses

ii. Revenues

iii. Drawings","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",d,"All temporary accounts (Revenue, Expense, Drawings) are reset to zero via closing entries."
Accounting 1st,Chapter 07,Govt Commerce,College,"Included in adjusting entries are—

i. Unearned Income

ii. Prepaid Expenses

iii. Accrued Income","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",d,Adjusting entries capture all non-cash accruals and deferrals needed to comply with the matching principle.
Accounting 1st,Chapter 07,Dhaka 2015,Board,Which is NOT a mandatory (required) entry?,"a) i & ii

b) i & iii

c) i, ii, & iii

d) iii",d,Reversing entries (Option iii) are optional and provided at the discretion of the accountant for convenience.
Accounting 1st,Chapter 07,Dhaka 2015,Board,"Reversing entries are applicable for—

i. Receivable Service Revenue

ii. Wages Payable

iii. Depreciation Expense","a) i & ii

b) ii & iii

c) i & iii

d) i, ii, & iii",a,"Reversing entries are used for accruals and deferrals, but never for non-cash estimates like Depreciation."
Accounting 1st,Chapter 09,Cumilla Commerce,College,"Salary in Trial Balance is $14,000$. Monthly salary is $1,500$. How much is Salaries Payable in the Balance Sheet?","a) $1,500$

b) $4,000$

c) $14,000$

d) $18,000$",b,"Annual Salary should be ($1,500 \times 12$) = $18,000$. Paid is $14,000$. Payable = $18,000 - 14,000 = 4,000$ Tk."
Accounting 1st,Chapter 09,Cumilla Commerce,College,Which of the following is a purchase-related expense?,"a) Insurance

b) Travel Exp

c) Purchase Discount

d) Carriage Inward",d,Carriage Inward (Purchase Transportation) is a direct expense added to the cost of purchases.
Accounting 1st,Chapter 09,St. Joseph,College,"$10\%$ Mortgage Loan $5,00,000$. $3/10$ portion to be paid next year. What is the Long-term Liability?","a) $1,50,000$

b) $5,00,000$

c) $3,50,000$

d) $6,00,000$",c,"Current Liability = $5,00,000 \times 3/10 = 1,50,000$. Long-term = $5,00,000 - 1,50,000 = 3,50,000$ Tk."
Accounting 1st,Chapter 09,St. Joseph,College,"Manager gets $4\%$ commission on Net Profit after charging commission. Profit is $4,000$. Commission?","a) $150.50$

b) $153.85$

c) $160$

d) $166.67$",b,"Formula: (Profit $\times$ rate) / ($100$ + rate). So, ($4,000 \times 4$) / $104 = 153.85$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2025,Board,Which of the following is NOT shown in the Balance Sheet?,"a) General Reserve

b) Special Reserve

c) Secret Reserve

d) Capital Reserve",c,Secret Reserves are hidden and not disclosed on the face of financial statements.
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"If Profit on Sales is $20\%$, what is the profit percentage on Cost of Goods Sold?","a) $16.67\%$

b) $20\%$

c) $25\%$

d) $33.33\%$",c,"If Sales = $100$ and Profit = $20$, Cost = $80$. Profit on Cost = ($20/80) \times 100 = 25\%$."
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"To determine Net Purchase, what should be deducted from Purchase?

i. Purchase Discount

ii. Carriage Inward

iii. Purchase Return","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,"Purchase returns and discounts reduce the total purchase amount. Carriage inward is an addition, not a deduction."
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"Closing stock cost $40,000$, market value $30,000$. Includes $5,000$ fire-damaged goods. Final Closing Stock value?","a) $40,000$

b) $35,000$

c) $30,000$

d) $25,000$",d,"Follow ""Lower of Cost or Market"": $30,000$ is base. Subtract damaged goods: $30,000 - 5,000 = 25,000$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"Based on the stem above (Q8), what is the amount of Current Assets? (Insurance covers $40\%$ of $5,000$ loss)","a) $40,000$

b) $30,000$

c) $27,000$

d) $25,000$",c,"Current Assets = Closing Stock ($25,000$) + Insurance Claim Receivable ($5,000 \times 40\% = 2,000$) = $27,000$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"If Bad Debt is not charged—

i. Net Profit overstated

ii. Net Profit understated

iii. Asset value overstated","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,Omitting an expense makes profit look higher (overstated) and prevents accounts receivable from decreasing (asset overstated).
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"TB: $15\%$ Investment ($31$-$03$-$2024$) $50,000$. Interest received $1,500$. Total interest for the year?","a) $1,500$

b) $4,125$

c) $5,625$

d) $7,125$",c,"Interest for $9$ months: ($50,000 \times 15\% \times 9/12$) = $5,625$ Tk."
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"Non-operating expenses include—

i. Interest on Investment

ii. Interest on Loan

iii. Miscellaneous Expenses","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,"Interest on loan is a financing (non-operating) cost. Interest on investment is income, not expense."
Accounting 1st,Chapter 09,Rajshahi 2025,Board,"Elements of financial position are—

i. Assets

ii. Liabilities

iii. Owner's Equity","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,These three components make up the basic accounting equation: Assets = Liabilities + Owner's Equity.
Accounting 1st,Chapter 09,Dinajpur 2025,Board,"COGS is $5,00,000$. Profit is $20\%$ on Sales. What is the total Sales amount?","a) $6,25,000$

b) $6,00,000$

c) $5,17,500$

d) $5,00,000$",a,"If Sales is $100\%$ and Profit $20\%$, COGS is $80\%$. Sales = ($5,00,000 / 80) \times 100 = 6,25,000$ Tk."
Accounting 1st,Chapter 09,Dinajpur 2025,Board,"To increase Net Profit rate while Gross Profit rate is fixed—

i. Increase sales

ii. Decrease operating expenses

iii. Increase non-operating income","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,Net profit depends on what happens after Gross Profit. Cutting costs (ii) or adding other income (iii) works.
Accounting 1st,Chapter 09,Dinajpur 2025,Board,Opening Stock + Net Purchase + Direct Expenses - Closing Stock = ?,"a) COGS

b) Adjusted Purchase

c) Cost of Production

d) Total Cost",a,This is the standard formula for Cost of Goods Sold (বিক্রীত পণ্যের ব্যয়).
Accounting 1st,Chapter 09,Dinajpur 2025,Board,"Operating expenses are—

i. Office Rent

ii. Advertisement

iii. Interest on Loan","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,Office rent and ads are part of daily operations. Loan interest is a non-operating financing cost.
Accounting 1st,Chapter 09,Barisal 2025,Board,"Opening $22k$, Purchase $1.35L$, Wages $10k$, Sales $3.75L$, Closing $36k$. Gross Profit?","a) $2,08,000$

b) $2,44,000$

c) $2,54,000$

d) $2,66,000$",b,"COGS = $22k+1.35L+10k-36k = 1,31,000$. GP = Sales ($3.75L$) - COGS ($1.31L$) = $2,44,000$ Tk."
Accounting 1st,Chapter 09,Barisal 2025,Board,"Based on the stem above (Q18), what is the COGS?","a) $1,09,000$

b) $1,21,000$

c) $1,31,000$

d) $2,03,000$",c,"COGS = Opening ($22,000$) + Purchase ($1,35,000$) + Wages ($10,000$) - Closing ($36,000$) = $1,31,000$ Tk."
Accounting 1st,Chapter 09,Barisal 2025,Board,"Which of the following is Non-operating Income?

i. Interest Received

ii. Discount Received

iii. Profit on Sale of Asset","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",b,Interest and profit on asset sales are non-operational. Discount received is an operating item related to purchases.
