Subject,Chapter,Level,Category,Question,Options,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 07,Dinajpur 2025,Board,"Closing entries are given to—

i. Close nominal accounts

ii. Close permanent accounts

iii. Close drawing accounts","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,Closing entries transfer balances of nominal (income/expense) and drawing accounts to zero; permanent accounts are not closed.,
Accounting 1st,Chapter 07,Barisal 2025,Board,"Examples of capital expenditure are—

i. Purchase of plant

ii. Plant installation cost

iii. Plant repair cost","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",a,Asset purchase and installation are capital costs. General repairs are considered revenue expenditures.,
Accounting 1st,Chapter 07,Barisal 2025,Board,When are reversing entries provided?,"a) Start of accounting period

b) End of accounting period

c) Mid-accounting period

d) Start of next accounting year",d,Reversing entries are made on the first day of the new period to simplify the recording of subsequent transactions.,
Accounting 1st,Chapter 07,Barisal 2025,Board,Which one is a Capital Income?,"a) Interest income

b) Received rent

c) Share premium

d) Received discount",c,"Share premium is a non-recurring receipt from a long-term source, making it capital in nature.",
Accounting 1st,Chapter 07,Barisal 2025,Board,"Asset worksheet can be of—

i. 10 columns

ii. 12 columns

iii. 14 columns","a) i & ii

b) i & iii

c) ii & iii

d) i, ii, & iii",d,"While 8, 10, and 12 columns are standard, 14-column worksheets are used when extra data is required.",
Accounting 1st,Chapter 07,Barisal 2025,Board,What type of expense is Research and Development?,"a) Capital

b) Revenue

c) Deferred revenue

d) Operating",c,Expenses that provide benefits over several years but are revenue in nature are called deferred revenue expenditures.,
Accounting 1st,Chapter 07,Jessore 2025,Board,Which of the following is a Revenue Expenditure?,"a) Insurance of machine

b) Installation cost of machine

c) VAT on machine purchase

d) Transport cost of machine",a,"Insurance is a recurring operating cost, whereas the others are part of the asset's cost (capital).",
Accounting 1st,Chapter 07,Jessore 2025,Board,Money received from selling old furniture is—,"a) Total income

b) Revenue income

c) Capital receipt

d) Capital income",c,The entire amount received from selling a fixed asset is a capital receipt.,
Accounting 1st,Chapter 07,Sylhet 2025,Board,What is the total Service Revenue? (Based on stem),"a) 37,000 Tk

b) 64,000 Tk

c) 67,000 Tk

d) 88,000 Tk",b,"Service Revenue 50,000 + Accrued 5,000 + Earned portion of Unearned 9,000 (16,000-7,000) = 64,000 Tk.",
Accounting 1st,Chapter 07,Sylhet 2025,Board,"If 1/4 of Unearned Revenue is earned, what is the Net Service Revenue?","a) 88,000 Tk

b) 67,000 Tk

c) 66,000 Tk

d) 59,000 Tk",d,"50,000 (Revenue) + 5,000 (Accrued) + 4,000 (1/4 of 16,000) = 59,000 Tk.",
Accounting 1st,Chapter 07,Sylhet 2025,Board,Amortization of leasehold property is—,"a) Capital Income

b) Capital Expenditure

c) Revenue Income

d) Revenue Expenditure",d,Annual wear and tear or expiration of a fixed asset's value is treated as a revenue expense.,
Accounting 1st,Chapter 07,Sylhet 2025,Board,Which one is a Capital Expenditure?,"a) Machine installation cost

b) Furniture repair

c) Purchase of goods

d) Rent payment",a,"Installation increases asset value and capacity, qualifying as capital expenditure.",
Accounting 1st,Chapter 07,Sylhet 2025,Board,Which entry makes the balance of income-expense accounts zero?,"a) Closing entry

b) Opening entry

c) Rectifying entry

d) Reversing entry",a,Closing entries transfer nominal account balances to the Income Summary to reset them for the next period.,
Accounting 1st,Chapter 07,Sylhet 2025,Board,Through which entry are revenue accounts closed?,"a) Opening entry

b) Adjusting entry

c) Reversing entry

d) Closing entry",d,Nominal (revenue/expense) accounts are always closed using closing entries at year-end.,
Accounting 1st,Chapter 07,Chittagong 2025,Board,"Which entry is given at the end of the period for accrued income, unearned income, etc.?","a) Closing entry

b) Rectifying entry

c) Adjusting entry

d) Reversing entry",c,Adjusting entries ensure the matching principle is followed by recording revenues and expenses in the correct period.,
Accounting 1st,Chapter 07,Chittagong 2025,Board,"When unearned income is adjusted, what happens?","a) Income increases, Liability decreases

b) Asset increases, Income decreases

c) Asset increases, Income increases

d) Asset increases, Liability decreases",a,"As unearned revenue is earned, the liability is removed and recognized as actual income.",
Accounting 1st,Chapter 07,Chittagong 2025,Board,"Closing entries are provided for—

i. Closing nominal accounts

ii. Closing drawing accounts

iii. Closing permanent accounts","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,"Only temporary accounts (nominal and drawings) are closed. Assets, liabilities, and equity (permanent) remain.",
Accounting 1st,Chapter 07,Dhaka 2025,Board,Which one is an optional step in the accounting cycle?,"a) Worksheet

b) Journal

c) Ledger

d) Financial Statements",a,"While helpful for preparing final accounts, a worksheet is not a mandatory legal requirement of the cycle.",
Accounting 1st,Chapter 07,Dhaka 2025,Board,"Where is ""Drawings"" shown in a worksheet?","a) Debit of Income Statement

b) Credit of Income Statement

c) Debit of Statement of Financial Position

d) Credit of Statement of Financial Position",c,Drawings reduce equity and are shown on the debit side of the Balance Sheet (Financial Position) columns.,
Accounting 1st,Chapter 07,Dhaka 2025,Board,Which account balance becomes zero after closing entries?,"a) Insurance Premium

b) Prepaid Rent

c) Salaries Payable

d) Accumulated Depreciation",a,"Insurance Premium is a nominal (expense) account, which is closed at year-end. Others are permanent/real accounts.",
Accounting 1st,Chapter 07,Mymensingh 2025,Board,"If goods are sold at cost (no profit), the effect is—

i. Expense decreases

ii. Income decreases

iii. Assets decrease","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,Selling at cost reduces purchase (expense) and results in no profit/income. Asset (stock) simply changes to cash.,
Accounting 1st,Chapter 07,Mymensingh 2025,Board,"Examples of deferred expenses are—

i. Deferred Advertisement

ii. Research & Development

iii. Preliminary Expenses","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,All three are types of revenue expenditures whose benefits extend over multiple accounting periods.,
Accounting 1st,Chapter 07,Mymensingh 2025,Board,When are reversing entries provided?,"a) 1st day of accounting period

b) Before adjusting entries

c) Last day of accounting period

d) Before preparing financial statements",a,Reversing entries are traditionally recorded on the first day of the new accounting cycle.,
Accounting 1st,Chapter 07,Mymensingh 2025,Board,Which entry is required to close revenue accounts?,"a) Rectifying Journal

b) Opening Journal

c) Closing Journal

d) Adjusting Journal",c,Closing journals are specifically used to reset nominal accounts (income/expense) to zero.,
Accounting 1st,Chapter 07,Mymensingh 2025,Board,"Trial Balance shows Office Supplies 1,000. Ending Supplies in adjustment is 600. The adjusting entry is—","a) Expense Debit 1000; Credit 1000

b) Expense Debit 600; Credit 600

c) Expense Debit 600; Credit 600

d) Expense Debit 400; Credit 400",d,"The used portion (1,000 - 600 = 400) is the expense. Journal: Supplies Expense Debit. 400, Office Supplies Credit. 400.",
Accounting 1st,Chapter 07,Dhaka 2024,Board,Which of the following is considered an asset of the business?,"a) Capital Receipt

b) Revenue Receipt

c) Capital Expenditure

d) Revenue Expenditure",c,"Capital expenditures result in the acquisition of fixed assets, which provide long-term service.",
Accounting 1st,Chapter 07,Comilla 2024,Board,Which one is a Capital Income?,"a) Sale of land

b) Sale of goods

c) Service revenue

d) Commission income",a,"Selling land is a non-recurring event involving a fixed asset, resulting in a capital receipt/income.",
Accounting 1st,Chapter 07,Comilla 2024,Board,What cannot be known from a worksheet?,"a) Net Profit

b) Gross Profit

c) Total Assets

d) Total Liabilities",b,"While a worksheet calculates Net Profit and identifies assets/liabilities, it doesn't typically isolate Gross Profit like a Trading Asset/C.",
Accounting 1st,Chapter 07,Comilla 2024,Board,Which of the following is NOT in an 8-column worksheet?,"a) Trial Balance

b) Adjustments

c) Adjusted Trial Balance

d) Income Statement",c,An 8-column worksheet skips the Adjusted Trial Balance column to save space.,
Accounting 1st,Chapter 07,Comilla 2024,Board,"If an adjusting entry for prepaid expense is omitted, what is the effect?","a) Income ↓, Asset ↑

b) Income ↓, Asset ↓

c) Income ↑, Asset ↑

d) Income ↑, Asset ↓",b,Omitting the adjustment fails to recognize the expense (overstating income) and fails to reduce the asset (overstating assets).,
Accounting 1st,Chapter 07,Jessore 2024,Board,"Adjusting entries ensure—

i. Recognizing expense when incurred

ii. Recording revenue when earned

iii. Showing correct income statement","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,"Adjusting entries are the foundation of the accrual basis, ensuring all revenues and expenses are matched correctly.",
Accounting 1st,Chapter 07,Jessore 2024,Board,Which account does NOT require a closing entry?,"a) Interest Income

b) Sales Revenue

c) Accumulated Depreciation

d) Salary Expense",c,"Accumulated Depreciation is a contra-asset (permanent account), so it is not closed at year-end.",
Accounting 1st,Chapter 07,Jessore 2024,Board,"Which statement about the ""Accrual Basis of Accounting"" is correct?","a) Presents wrong image

b) Revenue recognized when earned

c) Doesn't follow GAAP

d) Recorded only when cash is received",b,"The accrual basis recognizes revenue and expenses when they occur, regardless of when cash changes hands.",
Accounting 1st,Chapter 07,Mymensingh 2024,Board,Which balance becomes zero after preparing closing entries?,"a) Service Revenue

b) Unearned Service Rev

c) Accumulated Depr.

d) Prepaid Insurance",a,Only nominal accounts like Service Revenue are zeroed out to the Income Summary.,
Accounting 1st,Chapter 07,Mymensingh 2024,Board,When is a reversing entry made?,"a) 1st day of period

b) After adjustments

c) Last day of period

d) Before fin. statements",a,It is performed at the very beginning of a new period to reverse certain adjusting entries from the prior period.,
Accounting 1st,Chapter 07,Mymensingh 2024,Board,"What can be known through preparing a worksheet?

i. Net profit or loss

ii. State of assets/liabs

iii. Account balances","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,"Asset worksheet summarizes the Trial Balance, Adjustments, Income Statement, and Balance Sheet all in one place.",
Accounting 1st,Chapter 07,Mymensingh 2024,Board,"Out of 900 commission received, if 100 is unearned, what is the revenue income?","a) 700 Tk

b) 800 Tk

c) 900 Tk

d) 1000 Tk",b,Revenue Income = Total Received (900) - Unearned (100) = 800 Tk.,
Accounting 1st,Chapter 07,Barisal 2024,Board,When are reversing entries given?,"a) Any time

b) Start or end of any time

c) End of a specific time

d) Start of a specific time",d,They are specific to the start of a new accounting cycle/period.,
Accounting 1st,Chapter 07,Dinajpur 2024,Board,Acquiring a fixed asset is called—,"a) Capital Expenditure

b) Revenue Expenditure

c) Capital Receipt

d) Revenue Income",a,Costs incurred to acquire assets that provide long-term benefits are classified as capital expenditures.,
Accounting 1st,Chapter 07,Dinajpur 2024,Board,"The necessity of closing entries is to—

i. Close fixed asset accounts

ii. Close nominal accounts

iii. Close drawing accounts","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",c,"Closing entries reset temporary accounts (Income, Expense, Drawings) to zero; fixed assets (permanent) are never closed.",
Accounting 1st,Chapter 07,Dinajpur 2024,Board,"If the adjusting entry for accrued income is omitted—

i. Profit will be understated

ii. Income will be understated

iii. Equity will be understated","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,"Failing to record earned income results in lower reported profit, which in turn understates the owner's equity.",
Accounting 1st,Chapter 07,Sylhet 2024,Board,Which entry is required to close revenue and expense accounts?,"a) Adjusting Journal

b) Opening Journal

c) Rectifying Journal

d) Closing Journal",d,Closing journals transfer nominal account balances to the Income Summary to prepare for the next period.,
Accounting 1st,Chapter 07,Rajshahi 2024,Board,Which account requires a closing entry?,"a) Drawings

b) Capital

c) Unearned Income

d) Prepaid Insurance",a,Drawings is a temporary account that must be closed against the Capital account at the end of the year.,
Accounting 1st,Chapter 07,Rajshahi 2024,Board,What is a worksheet in a true sense?,"a) Asset Journal

b) Asset Ledger

c) Asset Rough sheet (Draft)

d) Asset Financial Statement",c,Asset worksheet is an informal draft used by accountants to simplify the preparation of formal financial statements.,
Accounting 1st,Chapter 07,Rajshahi 2024,Board,Which account balance becomes zero after providing closing entries?,"a) Service Revenue

b) Supplies

c) Accumulated Depreciation

d) Prepaid Insurance",a,Service Revenue is a nominal account. Nominal accounts are the only ones zeroed out via closing entries.,
Accounting 1st,Chapter 07,Rajshahi 2024,Board,Which one is different from the other three?,"a) Apprentice Premium

b) Apprentice Allowance

c) Insurance Premium

d) Utility Expense",a,"Apprentice Premium is an ""Income"" for the business, while the other three are ""Expenses.""",
Accounting 1st,Chapter 07,Rajshahi 2024,Board,What is indicated by the adjustment of unearned income?,"a) Asset ↑ and Income ↑

b) Asset ↓ and Income ↓

c) Liability ↓ and Income ↑

d) Liability ↑ and Income ↓",c,"When unearned income is earned, the liability (Unearned) decreases and the actual Revenue (Income) increases.",
Accounting 1st,Chapter 07,Rajshahi 2024,Board,Which of the following is an example of Revenue Expenditure?,"a) Import duty on machine

b) Transport of machine

c) Installation of machine

d) Maintenance of machine",d,"Regular maintenance is a recurring expense (revenue), whereas purchase-related costs are capitalized.",
Accounting 1st,Chapter 07,Chittagong 2024,Board,What type of journal is used to update accounts at the end of the period?,"a) General Journal

b) Adjusting Journal

c) Closing Journal

d) Reversing Journal",b,Adjusting entries are used to bring account balances up to date under the accrual basis of accounting.,
Accounting 1st,Chapter 07,Chittagong 2024,Board,Adjusting advanced (unearned) income—,"a) Increases income & asset

b) Decreases liability & increases income

c) Decreases income & asset

d) Increases expense & liability",b,Adjusting unearned income recognizes that a liability has now been converted into earned revenue.,
Accounting 1st,Chapter 07,Jessore 2023,Board,Which step of the accounting cycle is optional?,"a) Journal

b) Trial Balance

c) Ledger

d) Worksheet",d,The worksheet is a tool for the accountant's convenience and is not a mandatory part of the formal cycle.,
Accounting 1st,Chapter 07,Jessore 2023,Board,For which type of accounts are closing entries prepared?,"a) Personal accounts

b) Nominal accounts

c) Real (Asset) accounts

d) Liability accounts",b,Closing entries are only for nominal accounts (Income and Expenses) and the Drawings account.,
Accounting 1st,Chapter 07,Dhaka 2023,Board,Which heading is NOT required in an 8-column worksheet?,"a) Adjustment

b) Adjusted Trial Balance

c) Income Statement

d) Balance Sheet",b,"An 8-column worksheet moves directly from adjustments to the financial statement columns, skipping the adjusted trial balance.",
Accounting 1st,Chapter 07,Dhaka 2023,Board,"Closing entries are provided to—

i. Finish income accounts

ii. Finish expense accounts

iii. Finish drawing accounts","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,"Closing entries ""finish"" or zero out all temporary accounts for the current period.",
Accounting 1st,Chapter 07,Rajshahi 2023,Board,"Adjusting entries implement which accounting principles?

i. Accounting Period Concept

ii. Accrual Basis

iii. Revenue Recognition","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,Adjusting entries ensure that revenues and expenses are matched to the correct time period (Accrual/Matching).,
Accounting 1st,Chapter 07,Rajshahi 2023,Board,Which is included in Capital Expenditure?,"a) Interest on loan

b) Machine installation cost

c) Travel expense

d) Interest on capital",b,Costs necessary to get a fixed asset ready for its intended use (like installation) are capitalized.,
Accounting 1st,Chapter 07,Rajshahi 2023,Board,"Which columns are included in a 10-column worksheet?

i. Income Statement

ii. Retained Earnings Statement

iii. Statement of Financial Position","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,"Asset standard 10-column worksheet includes Trial Balance, Adjustments, Adjusted Trial Balance, Income Statement, and Balance Sheet.",
Accounting 1st,Chapter 07,Comilla 2023,Board,Which of the following is a Capital Expenditure?,"a) Land development

b) Salary payment

c) Prepaid insurance

d) Capital",a,"Improving land increases its value and utility over the long term, making it a capital expenditure.",
Accounting 1st,Chapter 07,Comilla 2023,Board,Which of the following is a Revenue Income?,"a) Sale of land

b) Sale of asset

c) Interest received

d) Share premium",c,"Interest received is a recurring operating income, making it revenue-based. Others are capital items.",
Accounting 1st,Chapter 07,Comilla 2023,Board,"Which of these is a part of a Worksheet?

i. Trial Balance

ii. Ledger

iii. Journal","a) i

b) i & iii

c) ii & iii

d) i, ii & iii",a,Asset worksheet starts with a Trial Balance as its first column. Ledger and Journal are separate books.,
Accounting 1st,Chapter 07,Comilla 2023,Board,What is the reversing entry for Accrued Salaries?,"a) Salaries Debit; Cash Credit

b) Salaries Debit; Salaries Payable Credit

c) Income Summary Debit; Salaries Credit

d) Salaries Payable Debit; Salaries Credit",d,Asset reversing entry is the opposite of an adjusting entry. It clears the liability at the start of the next period.,
Accounting 1st,Chapter 07,Comilla 2023,Board,"Trial Balance shows Salary 20,000 and Accrued Salary 5,000. How much is shown in the Adjusted Trial Balance column?","a) 25,000

b) 20,000

c) 30,000

d) 15,000",a,"Adjusted amount = Trial Balance (20,000) + Adjustment (5,000) = 25,000.",
Accounting 1st,Chapter 07,Comilla 2023,Board,What is the adjusting entry for Accrued Salaries?,"a) Salaries Debit; Salaries Payable Credit

b) Salaries Debit; Cash Credit

c) Salaries Payable Debit; Salaries Credit

d) Salaries Debit; Income Summary Credit",a,"To record an expense that has been incurred but not yet paid, we debit the expense and credit the liability.",
Accounting 1st,Chapter 07,Chittagong 2023,Board,Which account is closed with a closing entry at the end of the period?,"a) Asset account

b) Liability account

c) Equity account

d) Revenue account",d,Revenue and Expense accounts (nominal accounts) are closed annually to reset their balances.,
Accounting 1st,Chapter 07,Chittagong 2023,Board,Which of the following is NOT determined in a worksheet?,"a) Gross Profit

b) Net Profit

c) Total Assets

d) Total Liabilities",a,Worksheets focus on Net Profit calculation; Gross Profit is typically identified in the formal Trading Account.,
Accounting 1st,Chapter 07,Chittagong 2023,Board,Which of the following is a Deferred Revenue Expenditure?,"a) Advertisement

b) Accrued Salary

c) Depreciation

d) Prepaid Insurance",a,Large advertisement costs that benefit the business for several years are treated as deferred revenue.,
Accounting 1st,Chapter 07,Sylhet 2023,Board,"Anna Traders buys a building for 2,05,000, pays 1,000 for stamps, and 4,000 for other contract costs. Total Capital Expenditure?","a) 2,10,000

b) 2,09,000

c) 2,06,000

d) 2,05,000",a,"Capital Expense = Purchase Price (2,05,000) + Stamp (1,000) + Contract costs (4,000) = 2,10,000.",
Accounting 1st,Chapter 07,Sylhet 2023,Board,Which one is the scientific method of accounting?,"a) Cash Basis

b) Accrual Basis

c) Single Entry

d) Triple Entry",b,Accrual Basis is globally accepted as scientific because it matches revenue and expenses to their actual periods.,
Accounting 1st,Chapter 07,Barisal 2023,Board,Which of the following is NOT mandatory?,"a) Journal

b) Ledger

c) Financial Statements

d) Worksheet",d,The worksheet is an optional working paper used to simplify the preparation of final accounts.,
Accounting 1st,Chapter 07,Dinajpur 2023,Board,"When prepaid rent expires, what is credited in the adjusting entry?","a) Rent Expense

b) Rent Payable

c) Rent Received

d) Prepaid Rent",d,"As the asset (Prepaid Rent) is used up, it must be reduced by crediting it.",
Accounting 1st,Chapter 07,Dinajpur 2023,Board,Which of the following is a Capital Income?,"a) Proceeds from temporary asset sale

b) Revenue from goods sale

c) Profit on sale of fixed asset

d) Additional capital brought in",c,Profit made above the book value when selling a fixed asset is considered capital income.,
Accounting 1st,Chapter 07,Mymensingh 2023,Board,Which accounting system records revenues and expenses related to the current year?,"a) Cash basis

b) Accrual basis

c) Accrual & Advance basis

d) Cash & Accrual basis",b,"The accrual basis records transactions when they occur, regardless of the timing of cash flows.",
Accounting 1st,Chapter 07,Mymensingh 2023,Board,What is the reversing entry for Accrued Interest on Loan?,"a) Interest. Debit; Accrued Interest. Credit

b) Accrued Interest. Debit; Interest. Credit

c) Interest. Debit; Cash Credit

d) P&Liability Debit; Interest. Credit",b,"To reverse the adjustment from the previous year, we debit the liability and credit the expense.",
Accounting 1st,Chapter 07,Mymensingh 2023,Board,What is the purpose of preparing closing entries?,"a) To close Income/Expense accounts

b) To close Liability accounts

c) To close Asset accounts

d) To close Capital account",a,Closing entries reset the balances of temporary (nominal) accounts so the next period starts fresh.,
Accounting 1st,Chapter 07,Jessore 2022,Board,Asset worksheet is usually prepared—,"a) After Ledger

b) Before Trial Balance

c) Before Financial Statements

d) After Financial Statements",c,It acts as a bridge between the Trial Balance and the formal Financial Statements.,
Accounting 1st,Chapter 07,Jessore 2022,Board,"Ad expense is 50,000 and free goods distributed 10,000. Total to be written off over 5 years. Current year expense?","a) 60,000

b) 40,000

c) 12,000

d) 10,000",c,"Total (50,000 + 10,000) / 5 years = 12,000 per year.",
Accounting 1st,Chapter 07,Jessore 2022,Board,What is the adjusting entry to defer the remaining advertisement?,"a) Ad Debit; Def. Ad Credit

b) Ad Debit; Def. Ad Credit

c) Def. Ad Debit; Ad Credit (48k)

d) Def. Ad Debit; Ad Credit (48k)",d,"Note: Total 60k - 12k used = 48k to be deferred. Journal: Deferred Ad Debit. 48,000; Ad Expense Credit. 48,000.",
Accounting 1st,Chapter 07,Jessore 2022,Board,Which of the following is prepared on loose sheets?,"a) Journal

b) Ledger

c) Trial Balance

d) Worksheet",d,"Worksheets are typically prepared on large, multi-column loose paper rather than bound books.",
Accounting 1st,Chapter 07,Jessore 2022,Board,Which of the following is a Revenue Expenditure?,"a) Cost of purchasing machine

b) Installation wages for machine

c) Ship freight for machine

d) Annual insurance for machine",d,"Annual insurance is a recurring operating cost. Options Asset, B, and C are capital costs included in the asset's price.",
Accounting 1st,Chapter 07,Dhaka 2022,Board,"If the adjusting entry for accrued expense is omitted—

i) Profit is overstated

ii) Expense is understated

iii) Profit is understated","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,Failing to record an expense results in lower total expenses (understated) and higher reported profit (overstated).,
Accounting 1st,Chapter 07,Dhaka 2022,Board,"Why are closing entries required?

i) To close expenses

ii) To close income

iii) To close capital expenditures","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,Closing entries target temporary (nominal) accounts like income and expense. Capital expenditures involve permanent assets.,
Accounting 1st,Chapter 07,Dhaka 2022,Board,How many columns are required in the most widely used worksheet?,"a) 12

b) 10

c) 8

d) 6",b,The 10-column worksheet is the standard format used in most academic and professional scenarios.,
Accounting 1st,Chapter 07,Rajshahi 2022,Board,Which heading is NOT required in an 8-column worksheet?,"a) Adjusting Journal

b) Adjusted Trial Balance

c) Income Statement

d) Balance Sheet",b,"To keep it to 8 columns, the Adjusted Trial Balance step is performed mentally or combined into the final columns.",
Accounting 1st,Chapter 07,Rajshahi 2022,Board,"Asset worksheet is—

i) Optional step of accounting cycle

ii) Can be 8/10/12 columns

iii) Prepared at the start of the year","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,"Worksheets are optional and multi-columned, but they are prepared at the end of the period, not the start.",
Accounting 1st,Chapter 07,Comilla 2022,Board,Which entry is required to close nominal accounts?,"a) Rectifying Journal

b) Adjusting Journal

c) Closing Journal

d) Opening Journal",c,Closing journals transfer nominal balances to the Income Summary to reset them for the next year.,
Accounting 1st,Chapter 07,Comilla 2022,Board,"Which is known as the ""Road Map"" for preparing financial statements?","a) Ledger

b) Trial Balance

c) Worksheet

d) Financial Statement",c,The worksheet acts as a road map by organizing all adjustments and accounts before the final report.,
Accounting 1st,Chapter 07,Chittagong 2022,Board,Which is NOT a permanent record of account keeping?,"a) Cash Book

b) Ledger

c) Financial Statement

d) Worksheet",d,The worksheet is a working paper (draft) and is not considered a formal or permanent accounting book.,
Accounting 1st,Chapter 07,Chittagong 2022,Board,If accrued expense is not adjusted—,"a) Profit overstated, Expense understated

b) Expense understated, Profit understated

c) Profit understated, Expense overstated

d) Expense overstated, Profit overstated",a,"Unrecorded expenses lead to a ""fake"" higher profit and an inaccurate lower expense figure.",
Accounting 1st,Chapter 07,Barisal 2022,Board,"Capital expenses include—

i) Machine purchase

ii) Machine installation cost

iii) Machine repair cost","a) i & ii

b) ii & iii

c) i & iii

d) i, ii & iii",a,Asset purchase and setup are capital costs. Maintenance/repairs are recurring revenue expenditures.,
Accounting 1st,Chapter 07,Dinajpur 2022,Board,"If ""Purchase of Goods"" is wrongly debited to ""Repairs,"" what is the rectifying entry?","a) Purchase Debit; Repairs Credit

b) Repairs Debit; Purchase Credit

c) Cash Debit; Purchase Credit

d) Purchase Debit; Cash Credit",a,"To fix it, you debit the account that should have been used (Purchase) and credit the wrong one (Repairs).",
Accounting 1st,Chapter 07,Dinajpur 2022,Board,What is helpful to prepare before final financial statements?,"a) Reversing entry

b) Bank Reconciliation

c) Worksheet

d) Closing entry",c,Asset worksheet ensures all adjustments are correct before committing them to the formal final statements.,
Accounting 1st,Chapter 07,Dinajpur 2022,Board,"Stem: Sale by check 12k, Credit sale 22k, Cash purchase 8k, Credit purchase 30k, Computer 16k. Total records on Accrual Basis?","a) 88,000

b) 72,000

c) 68,000

d) 20,000",a,"Accrual basis records all transactions regardless of cash: 12+22+8+30+16 = 88,000 Tk.",
Accounting 1st,Chapter 07,Dinajpur 2022,Board,"Based on the stem above, what is the Net Income on a Cash Basis?","a) 12,000

b) 4,000

c) 36,000

d) 30,000",b,"Cash Basis: Only Cash Sales (12k via check) - Cash Purchase (8k) = 4,000 Tk income.",
Accounting 1st,Chapter 07,Dinajpur 2022,Board,"The basis of adjusting entries is accounting's—

i) Time period concept

ii) Accrual basis

iii) Revenue recognition & Matching","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,Adjustments exist solely to align revenues and expenses with the correct accounting period (Accrual).,
Accounting 1st,Chapter 07,Dinajpur 2022,Board,What is the entry to close Net Profit?,"a) Income Summary Debit; Capital Credit

b) Capital Debit; Income Summary Credit

c) Income Summary Debit; Net Income Credit

d) Net Profit Debit; Income Summary Credit",a,"Net profit is transferred to Capital. Since profit increases equity, Capital is credited.",
Accounting 1st,Chapter 07,Mymensingh 2022,Board,"5,000 commission earned but not recorded—which account is debited?","a) Receivable Commission

b) Commission Asset/C

c) Accrued Commission

d) Unearned Commission",a,Earned but unpaid income is an asset. Accrued or Receivable Commission is debited.,
Accounting 1st,Chapter 07,Mymensingh 2022,Board,Which account balance remains after providing closing entries?,"a) Income account

b) Expense account

c) Asset account

d) Drawings account",c,"Permanent accounts (Assets, Liabilities, Capital) carry their balances forward and are never closed.",
Accounting 1st,Chapter 07,Sylhet 2022,Board,What is the result of adjusting unearned income (Liability method)?,"a) Asset ↑ & Expense ↓

b) Asset ↓ & Expense ↑

c) Liability ↓ & Income ↑

d) Liability ↑ & Income ↓",c,"Adjusting unearned income recognizes that the liability has been fulfilled, turning it into earned income.",
Accounting 1st,Chapter 07,Sylhet 2022,Board,What type of expenditure is the installation cost of a newly purchased machine?,"a) Revenue

b) Deferred Revenue

c) Capital

d) Capital & Revenue",c,Any cost necessary to bring an asset to its intended working condition is a capital expenditure.,
Accounting 1st,Chapter 07,Sylhet 2021,Board,"Closing entries are provided to—

i. Close nominal accounts

ii. Close fixed assets

iii. Close drawing accounts","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",b,"Closing entries target temporary accounts (Income, Expense, Drawings). Fixed assets are permanent.",
Accounting 1st,Chapter 07,Jessore 2019,Board,What type of expenditure is the extension of a building?,"a) Variable

b) Deferred Revenue

c) Capital

d) Revenue",c,"Extension increases the capacity or value of a fixed asset, qualifying as a capital expenditure.",
Accounting 1st,Chapter 07,Dhaka 2019,Board,What type of transaction is the modernization cost of machinery?,"a) Capital Expenditure

b) Revenue Expenditure

c) Recurring Expenditure

d) Deferred Revenue",a,"Modernization improves efficiency and extends the life of an asset, making it a capital expenditure.",
Accounting 1st,Chapter 07,Dhaka 2019,Board,For which accounting concept are adjustments for unpaid salary and unused supplies required?,"a) Matching

b) Conservatism

c) Revenue Recognition

d) Historical Cost",a,The Matching Principle requires expenses to be recorded in the same period as the related revenue.,
Accounting 1st,Chapter 07,Dhaka 2019,Board,"If unpaid salary (10,000 TKTK) and unused supplies (1,400 TKTK) are NOT adjusted, how will profit change?","a) 1,400 TKTK Overstated

b) 8,600 TKTK Overstated

c) 10,000 TKTK Understated

d) 11,400 TKTK Understated",b,"Profit = (Unrecorded Expense 10,000 TKTK - Unrecorded Asset/Supplies 1,400 TKTK) = 8,600 TKTK Overstated.",
Accounting 1st,Chapter 07,Rajshahi 2019,Board,When should reversing entries be prepared?,"a) End of past period

b) Start of current period

c) End of current period

d) Start of next period",d,Reversing entries are made on the first day of the new accounting year.,
