Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2024,Agriculture 2nd Paper,3,"Adamjee Cantonment College, Dhaka",College,What is the primary biological reason for the immense global popularity of the Bangladeshi Black Bengal goat?,High-quality leather skin,Massive meat production yield,High daily milk volume,Prolificacy (multiple kids per kidding),d,"While its skin is premium quality, the Black Bengal goat's global popularity stems from its high prolificacy. It regularly gives birth to multiple kids (twins, triplets, or quadruplets) twice a year."
2024,Agriculture 2nd Paper,3,"Adamjee Cantonment College, Dhaka",College,"Read the following stem and answer the question:

A highly contagious disease broke out on Fahim's dairy farm. He noticed that some cows were limping, and vesicular blisters had formed on their mouths and hooves.


Q. Which pathogen genus caused the disease on Fahim's farm?",Picorna,Aeromonas,Clostridium,Bacillus,a,"The symptoms (limping, vesicles on the interdigital spaces of the hooves and oral mucosa) point directly to Foot and Mouth Disease (Khura), which is caused by an Aphthovirus from the Picornaviridae family."
2024,Agriculture 2nd Paper,3,"Adamjee Cantonment College, Dhaka",College,"Read the following stem and answer the question:

A highly contagious disease broke out on Fahim's dairy farm. He noticed that some cows were limping, and vesicular blisters had formed on their mouths and hooves.


Q. To treat and manage the affected animals, Fahim should—


i. Apply a mixture of coconut oil and turpentine oil to the lesions

ii. Wash the lesions with an alum (Fitkiri) solution

iii. Administer broad-spectrum antibiotics to prevent secondary infections


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Viral lesions should be washed with mild antiseptics like alum or potassium permanganate. Applying coconut oil mixed with turpentine oil protects foot lesions from flies and maggots, while antibiotics help prevent secondary bacterial infections."
2024,Agriculture 2nd Paper,3,"Adamjee Cantonment College, Dhaka",College,"Which of the following parameters are correct procedures for making high-quality Silage?


i. The forage must be harvested before flowering

ii. The dry matter content should be kept at 70%

iii. A specialized silo pit must be constructed


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Fodder must be cut right before flowering (i) when soluble sugars are peak. It requires an airtight silo pit (iii) for fermentation. Statement ii is false because the ideal moisture content is 60-70%, meaning dry matter should be 30-40%, not 70%."
2024,Agriculture 2nd Paper,3,Rangpur Cantonment Public School & College,College,"Read the following stem and answer the question:

An instrument was used to check the purity of a cow's milk, and it registered a reading of 35.


Q. What is the calculated specific gravity of this milk sample?",0.0135,0.135,1.035,1.0035,c,Lactometer readings represent the last two fractional digits of specific gravity. A reading of 35 translates mathematically to a specific gravity value of $1.035$ (calculated as $1 + \frac{\text{Lactometer Reading}}{1000}$).
2024,Agriculture 2nd Paper,3,Rangpur Cantonment Public School & College,College,"Read the following stem and answer the question:

An instrument was used to check the purity of a cow's milk, and it registered a reading of 35.


Q. Pure cow's milk normally reads between 28 and 32. Since this sample reads 35, what has been added to artificially raise its density?


i. Water

ii. Sugar

iii. Milk powder


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Pure milk specific gravity peaks at 1.032. Adding water dilutes solids and lowers the reading below 28. To mask water dilution and artificially raise the density and lactometer reading to 35, thickeners like sugar (ii) or milk powder (iii) are added."
2024,Agriculture 2nd Paper,3,Rangpur Cantonment Public School & College,College,Which of the following options represents a high-yielding dairy breed of domestic water buffalo?,Sindhi,Beetal,Sahiwal,Surti,d,"Surti is a prominent dairy breed of water buffalo originating from the Gujarat region of India, known for its sickle-shaped horns. Sindhi and Sahiwal are cattle breeds, while Beetal is a goat breed."
2024,Agriculture 2nd Paper,3,Rangpur Cantonment Public School & College,College,What is the specialized culinary term used globally to refer to goat meat?,Mutton,Chevon,Buffen,Veal,b,"In meat science terminology, goat meat is explicitly called ""Chevon"". ""Mutton"" refers to adult sheep meat, ""Buffen"" refers to buffalo meat, and ""Veal"" refers to the meat of young cattle calves."
2024,Agriculture 2nd Paper,3,Rangpur Cantonment Public School & College,College,Which metabolic disease occurs in dairy livestock due to a severe deficit of glucose in the bloodstream?,Ketosis,PPR,Rinderpest,Milk Fever,a,"Ketosis is a metabolic disorder that occurs in high-yielding dairy cows when an intense energy demand creates a negative energy balance, leading to hypoglycemia (glucose deficit) and an overproduction of toxic ketone bodies."
2024,Agriculture 2nd Paper,3,Rangpur Cantonment Public School & College,College,Which of the following options represents a recurring (variable operating) expenditure for a dairy farm?,Barn construction,Feed procurement,Purchasing dairy cows,Land procurement,b,"Capital expenditures like land, animal purchasing, and barn construction are one-time fixed costs. Purchasing commercial feed is an ongoing operational expense that recurs continuously throughout the production cycle."
2025,Agriculture 2nd Paper,4,Combined,Board,In which type of forest do trees possess pneumatophores (respiratory/breathing roots)?,Hill forest,Plain land forest,Agroforest,Mangrove forest,d,"Mangrove forests are located in coastal, waterlogged areas with saline, anaerobic (oxygen-depleted) soil. To cope with this, trees develop specialized upright roots called pneumatophores (breathing roots) that grow upward out of the mud and water to absorb oxygen directly from the atmosphere."
2025,Agriculture 2nd Paper,4,Combined,Board,"The ecological and environmental importance of forests includes—


i. Providing oxygen

ii. Acting as a vehicle for civilization

iii. Absorbing polluted gases


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Forests play a direct environmental role by releasing oxygen ($O_2$) through photosynthesis and acting as carbon sinks by absorbing greenhouse gases like carbon dioxide ($CO_2$). While ""vehicle for civilization"" is a socio-economic or historical significance, it is not classified as an ecological or environmental benefit."
2025,Agriculture 2nd Paper,4,Combined,Board,"Read the following stem and answer the question:

To maintain the specific size, shape, and structure of a plant, and to enhance its structural beauty, different parts are selectively cut away. This method is most commonly applied to woody perennial plants.


Q. What is the process of cutting away select plant parts described in the stem called?",Training,Pruning,Dressing,Thinning,a,"Training refers to the physical or structural layout management of a tree, where branches are selectively removed or oriented from a young age to give the tree a desired structural framework, shape, and balanced canopy size."
2025,Agriculture 2nd Paper,4,Combined,Board,"Read the following stem and answer the question:

To maintain the specific size, shape, and structure of a plant, and to enhance its structural beauty, different parts are selectively cut away. This method is most commonly applied to woody perennial plants.


Q. Due to adopting the method mentioned in the stem—


i. Overall production yield improves

ii. Total wood volume decreases

iii. The primary central trunk becomes thicker


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Training helps direct the plant's structural nutrients toward essential parts. This makes the primary central trunk thicker and stronger, improves light penetration for high production, and maintains a clean frame. It does not look to intentionally reduce wood volume, as a stronger main trunk actually yields higher-quality structural timber."
2025,Agriculture 2nd Paper,4,Combined,Board,Which forest type in Bangladesh is currently depleting or degrading at the fastest rate?,Hill forest,Agroforest,Mangrove forest,Social forest,a,"Due to illegal logging, continuous deforestation, shifting cultivation (Jhum farming), and unplanned commercial encroachment in districts like Cox's Bazar and the Chittagong Hill Tracts, the hill forests of Bangladesh are declining at a faster rate than other forest reserves."
2025,Agriculture 2nd Paper,4,Combined,Board,Which gas do plants primarily absorb from the atmosphere to carry out the process of photosynthesis?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,b,"During photosynthesis, plants absorb gaseous carbon dioxide ($CO_2$) from the atmosphere through their stomata. They combine it with water ($H_2O$) in the presence of sunlight and chlorophyll to synthesize carbohydrates (glucose) and release oxygen."
2023,Agriculture 2nd Paper,4,Dhaka,Board,"In which forest ecosystem are ""Bain"" (Avicennia) and ""Passur"" (Xylocarpus) trees typically found?",Hill forest,Swamp forest,Plain land forest,Mangrove forest,d,"Bain, Passur, Sundari, and Gewa are characteristic mangrove tree species native to the Sundarbans and coastal tidal belts of Bangladesh. They are specifically adapted to thrive in saline, tidal conditions."
2023,Agriculture 2nd Paper,4,Dhaka,Board,"Tulsi (Holy Basil) leaf extract or juice is commonly used in traditional medicine for—


i. Curing cold and cough symptoms

ii. Controlling asthma

iii. Treating skin diseases


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Tulsi leaves contain essential phytochemicals with anti-inflammatory and expectorant qualities, making them highly effective for soothing respiratory ailments like common colds, coughs, and asthma. While neem and turmeric are primarily used for skin diseases, Tulsi is mainly utilized for respiratory health."
2023,Agriculture 2nd Paper,4,Dhaka,Board,"What is the practice of covering the soil surface around the base of a young seedling with straw, dry leaves, or water hyacinth called?",Dressing,Thinning,Hardening,Mulching,d,"Mulching is the cultural practice of covering the topsoil around plants with organic matter like straw or water hyacinth. It helps conserve soil moisture by reducing evaporation, suppressing weed growth, and regulating soil temperature."
2023,Agriculture 2nd Paper,4,Dhaka,Board,Which of the following options represents the very first step in the systematic planting of forest tree seedlings?,Planting the seedling,Site/Location selection,Seedling selection,Pit preparation,b,"Before preparing a pit or selecting a specific sapling, a farmer must first choose an appropriate geographical spot or land layout. Proper site selection ensures the tree gets the right soil conditions and space to thrive."
2023,Agriculture 2nd Paper,4,Dhaka,Board,"Read the following stem and answer the question:

A class teacher took Grade 10 students to an agricultural fair organized by the Department of Agricultural Extension (DAE) at the Upazila level. By touring the stalls, the students discovered many new agricultural technologies.


Q. Which specific fair did the class teacher take the students to visit?",Industrial and Trade Fair,Cottage Industries Fair,Entrepreneurship Fair,Agriculture and Tree Fair,d,"Fairs organized by the Department of Agricultural Extension (DAE) that showcase modern farming inputs, high-yielding crop varieties, and tree seedlings are formally classified as Agriculture and Tree Fairs (Krishi o Brikkho Mela)."
2023,Agriculture 2nd Paper,4,Dhaka,Board,"Read the following stem and answer the question:

A class teacher took Grade 10 students to an agricultural fair organized by the Department of Agricultural Extension (DAE) at the Upazila level. By touring the stalls, the students discovered many new agricultural technologies.


Q. The fair visited by the students—


i. Distributes high-quality tree seedlings free of charge

ii. Is typically organized and held between June and September

iii. Awards prizes and honors to successful local farmers


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Agriculture and Tree Fairs are traditionally held during the monsoon season (June–September), which is ideal for tree planting. They promote agro-forestry by distributing free saplings, displaying modern tools, and honoring local farmers to encourage advanced practices."
2022,Agriculture 2nd Paper,4,Dhaka,Board,Which of the following month-pairs is considered the absolute best time for tree plantation and afforestation in Bangladesh?,May-June,June-July,August-September,October-November,b,The early monsoon period of June–July (corresponding to the Bengali months of Ashar–Shrabon) is the ideal time for tree planting in Bangladesh. The ample rainwater helps young saplings establish roots without irrigation stress.
2022,Agriculture 2nd Paper,4,Dhaka,Board,"Read the following stem and answer the question:

Mr. Idris Ali is the chairman of Sundarganj Union Parishad. He wants to utilize the unused strips of land running along both sides of the local public roads. To achieve this, he initiates a community tree-planting program, which is widely praised by the local residents.


Q. Which specific type of forestry or forest development is described in the stem?",Agroforest,Plain land forest,Social forest,Mangrove forest,c,"Social forestry involves growing trees on public or communal land, like strip plantations along roadsides, canal banks, and railway tracks. It relies on community participation and aims to benefit local residents directly."
2022,Agriculture 2nd Paper,4,Dhaka,Board,"Read the following stem and answer the question:

Mr. Idris Ali is the chairman of Sundarganj Union Parishad. He wants to utilize the unused strips of land running along both sides of the local public roads. To achieve this, he initiates a community tree-planting program, which is widely praised by the local residents.


Q. The necessity and benefits of this type of forestry include—


i. Maintaining ecological and environmental balance

ii. Creating sustainable forest reserves and wood resources

iii. Generating local employment opportunities


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Social forestry offers clear environmental and social benefits. It improves ecological health, provides timber and fuel resources, and helps reduce poverty by creating jobs for local communities through maintenance and profit-sharing."
2022,Agriculture 2nd Paper,4,Dhaka,Board,"As a result of carrying out Pruning on a tree—


i. Diseased, broken, and unproductive parts are removed

ii. The total number of flowers and fruits is permanently reduced

iii. The quality and commercial volume of structural wood increases


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Pruning involves cutting away diseased, dead, or overcrowded branches (i). This improves air circulation and light penetration, which helps the tree produce better quality wood (iii). It actually encourages healthier flowering and fruiting rather than permanently reducing it."
2022,Agriculture 2nd Paper,4,Dhaka,Board,"What are the core features and characteristics of a Tree Fair (Brikkho Mela)?


i. High-quality fruit-yielding and medicinal herb seedlings are sold

ii. Stalls are set up by various public and private nurseries

iii. A diverse gathering and exhibition of different tree species is presented


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"A tree fair serves as an educational and commercial exhibition. It features diverse nursery stalls (ii) that show a wide collection of plant types (iii) and offer fruit, timber, and medicinal seedlings for sale to visitors (i)."
2022,Agriculture 2nd Paper,4,Dhaka,Board,Which of the following options represents the largest contiguous mangrove forest ecosystem in the world?,The Sundarbans,The Congo Forest,The American Forest,The Amazon Forest,a,"The Sundarbans, located across parts of Bangladesh and India, is globally recognized as the largest contiguous halophytic mangrove forest ecosystem on Earth. The Amazon and Congo are tropical rainforests, not mangroves."
2019,Agriculture 2nd Paper,4,Dhaka,Board,Which of the following options is classified as an entirely artificial or man-made forest ecosystem?,Mangrove forest,Plain land forest,Social forest,Shal forest,c,"Mangrove, plain land, and Shal forests are natural ecosystems indigenous to specific geographic zones. Social forests are entirely man-made, established through human planning and public participation on non-traditional forest lands."
2019,Agriculture 2nd Paper,4,Dhaka,Board,Who are the primary stakeholders who actively work in and maintain social forestry projects?,Everyone in society,Project beneficiaries (Upokarbhogi),Forest Department officials,Casual day laborers,b,"Social forestry runs on a participatory model where local stakeholders, known as beneficiaries (Upokarbhogi), manage the trees. In return, they receive a defined share of the profits when the timber is harvested."
2019,Agriculture 2nd Paper,4,Dhaka,Board,"The core objectives of organizing an Agricultural Fair (Krishi Mela) include—


i. Creating public interest and motivation toward farming

ii. Facilitating the direct buying and selling of agricultural produce

iii. Commercializing and popularizing modern agricultural technologies


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Agricultural fairs are designed to inspire people to farm, introduce them to modern machinery and high-yielding seeds, and give farmers a platform to buy and sell premium agricultural goods directly."
2019,Agriculture 2nd Paper,4,Dhaka,Board,"The process of Tree Dressing involves—


i. Cleaning and disinfecting fresh pruning cuts or open wounds

ii. Trimming and cutting away branches and twigs

iii. Applying protective compounds to prevent microbial infections


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"While pruning focuses on cutting branches (ii), tree dressing is the follow-up care. It involves cleaning wounds (i) and applying antiseptic pastes or coal tar (iii) to protect the exposed wood from fungal or bacterial infections."
2018,Agriculture 2nd Paper,4,Combined,Board,"Which of the following options represent prominent domestic tourism and recreation spots located in the Dinajpur district?


i. Ramsagar

ii. Neelsagar

iii. Swapnapuri


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Ramsagar (the largest man-made lake in Bangladesh) and Swapnapuri (a popular amusement park) are both located in the Dinajpur district. Neelsagar is a historic large pond located in the neighboring Nilphamari district, not Dinajpur."
2018,Agriculture 2nd Paper,4,Combined,Board,"Read the following stem and answer the question:

Jhoni is an inhabitant of northern Bangladesh. While traveling to the southwestern coastal zone of the country, he encountered a unique type of forest. He observed numerous large and small tidal rivers, honeybee hives, and specialized tree roots growing vertically upward out of the soil.


Q. Which specific type of forest did Jhoni observe during his travels?",Plain land forest,Hill forest,Mangrove forest,Social forest,c,"The southwestern coastal zone of Bangladesh is home to the Sundarbans, a classic mangrove forest. It features tidal rivers, honey production from wild hives, and vertical roots (pneumatophores) that grow upward to breathe."
2018,Agriculture 2nd Paper,4,Combined,Board,"Read the following stem and answer the question:

Jhoni is an inhabitant of northern Bangladesh. While traveling to the southwestern coastal zone of the country, he encountered a unique type of forest. He observed numerous large and small tidal rivers, honeybee hives, and specialized tree roots growing vertically upward out of the soil.


Q. The forest observed by Jhoni is characterized by—


i. Growth in saline water and soil conditions

ii. Viviparous germination of seeds

iii. Development of pneumatophores (breathing roots)


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Mangrove forests grow in saline coastal soil (i). They develop pneumatophores to absorb air (iii) and exhibit viviparous germination (ii), where seeds germinate while still attached to the parent tree so they aren't washed away by tidal currents."
2018,Agriculture 2nd Paper,4,Combined,Board,What is considered the single most important or primary objective of organizing a Tree Fair?,Motivating the public to plant more trees,Maximizing commercial seedling sales,Introducing new plant varieties,Demonstrating tree diseases and cures,a,"While selling saplings and introducing varieties are part of the event, the main goal of a tree fair is to build public awareness and inspire communities to actively plant and care for trees."
2017,Agriculture 2nd Paper,4,Combined,Board,"Read the following stem and answer the question:

A group of college students initiated a tree plantation program. They successfully planted numerous saplings across various educational campuses, around homestead areas, and along the margins of local roads and public railway tracks.


Q. Which specific type of forest classification is highlighted in the stem?",Hill forest,Social forest,Plain land forest,Agroforest,b,"Planting trees outside traditional forest zones—such as on school grounds, around homes, and along public roadsides or railway lines with community effort—is the definition of social forestry."
2017,Agriculture 2nd Paper,4,Combined,Board,"Read the following stem and answer the question:

A group of college students initiated a tree plantation program. They successfully planted numerous saplings across various educational campuses, around homestead areas, and along the margins of local roads and public railway tracks.


Q. The socio-economic and environmental necessity of developing this type of forest includes—


i. Employment generation

ii. Creating forest resources

iii. Maintaining ecological balance


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Social forestry helps restore ecological balance (iii), produces valuable timber and fuel resources (ii), and creates seasonal or long-term employment opportunities (i) for local youth and marginalized communities."
2017,Agriculture 2nd Paper,4,Combined,Board,In which calendar year did the Forest Department of Bangladesh first officially launch the Tree Fair at the national level?,1994,1996,1998,2000,a,"The Forest Department, under the Ministry of Environment and Forests, officially introduced and institutionalized the National Tree Fair (Jatiyo Brikkho Mela) in the year 1994 to encourage widespread afforestation across the country."
2017,Agriculture 2nd Paper,4,Combined,Board,"What are the defining features and characteristics of a modern Tree Fair?


i. Setting up dedicated stalls for different tree categories

ii. Facilitating the sale of fruit-yielding and medicinal plant seedlings

iii. Presenting a large collection of diverse plant species


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Tree fairs are structured around organized stalls (i) that bring together a vast collection of plant varieties (iii). This creates a convenient, centralized market for people to browse and buy fruit, timber, and medicinal saplings (ii)."
2024,Agriculture 2nd Paper,4,"Rajuk Uttara Model College, Dhaka",College,What is the primary raw material used in the Khulna Newsprint Mill?,Gewa wood,Sundari wood,Bamboo,Neem wood,a,Gewa (Excoecaria agallocha) is a soft-wood mangrove species whose fiber density and chemical composition make it uniquely suited for pulp processing in the manufacturing of newsprint and paper products.
2024,Agriculture 2nd Paper,4,"Rajuk Uttara Model College, Dhaka",College,What percentage of a country's total land area should ideally be covered by forests?,10 percent,15 percent,20 percent,25 percent,d,"To maintain ecological equilibrium, support the water cycle, and ensure environmental sustainability, international and national standards dictate that a country must possess woodland coverage across at least 25% of its geographical mass."
2024,Agriculture 2nd Paper,4,"Rajuk Uttara Model College, Dhaka",College,"Read the following stem and answer the question:

Abid and his friends went on an educational excursion to a mangrove forest located spanning across Khulna, Satkhira, Bagerhat, and Barguna districts.


Q. Which is the primary and dominant tree species of the forest visited during their educational excursion?",Sundari,Shal,Gojari,Gewa,a,"The forest described is the Sundarbans (the largest coastal mangrove forest). The dominant tree species of this ecosystem is the Sundari (Heritiera fomes), which covers the majority of its total vegetated zone."
2024,Agriculture 2nd Paper,4,"Rajuk Uttara Model College, Dhaka",College,"Read the following stem and answer the question:

Abid and his friends went on an educational excursion to a mangrove forest located spanning across Khulna, Satkhira, Bagerhat, and Barguna districts.


Q. What are the core characteristics of the forest visited during their educational excursion?


i. Soil and water are saline

ii. Pneumatophores (breathing roots) are absent

iii. Viviparous germination occurs


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Mangrove forests adapt to tidal and saline environments (i) by using viviparous germination (iii), where seeds sprout while still attached to the parent tree. Statement ii is false because pneumatophores are actively present to absorb atmospheric oxygen above waterlogged mud."
2024,Agriculture 2nd Paper,4,"Rajuk Uttara Model College, Dhaka",College,"To execute the process of ""hardening"" a nursery seedling, which practices are required?


i. Keeping it in the shade

ii. Exposing it to direct sunlight

iii. Trimming excess roots


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,Seedling hardening prepares indoor-reared plants for real field stress. This is achieved by gradually exposing them to open sunlight (ii) to trigger cuticle thickening and pruning excess roots (iii) to stimulate lateral root growth before permanent transplantation.
2024,Agriculture 2nd Paper,4,"Rajuk Uttara Model College, Dhaka",College,Which of the following materials is used to cover and treat the surface during tree dressing?,Lime,Mud,Coal tar,Cow dung,c,"After branches are cut or pruned, coal tar (alkatra) is painted onto the exposed wood during tree dressing. It functions as an antiseptic seal, shielding the vascular tissues from atmospheric rot, moisture loss, and fungal infections."
2024,Agriculture 2nd Paper,4,"Rajuk Uttara Model College, Dhaka",College,What is the primary objective of applying mulch (Jabrabreak) in tree and crop management?,To reduce the insect population in the soil,To minimize the total fertilizer requirement,To conserve moisture in the soil matrix,To increase the structural fertility of the soil,c,"Mulching covers topsoil with organic materials like straw, crop residues, or water hyacinth. Its core physical purpose is to shield the soil surface from direct solar heat, thereby minimizing evaporation and conserving soil moisture."
2024,Agriculture 2nd Paper,4,Dhaka Residential Model College,College,"Read the following stem and answer the question:

This year, the students of grade twelve decided to go to a Shal forest near Dhaka for an educational excursion. This forest is also known by another native name to the local inhabitants. Due to several anthropogenic and environmental factors, this forest area is currently on the verge of destruction.


Q. What is the dominant tree species found in this forest?",Shal,Teak (Segun),Telsur,Koroi,a,"The inland central plains forests of Bangladesh (found in Gazipur, Tangail, and Mymensingh) are tropical moist deciduous forests dominated by the Shal (Shorea robusta) tree species, which comprises the overwhelming majority of the stand canopy."
2024,Agriculture 2nd Paper,4,Dhaka Residential Model College,College,"Read the following stem and answer the question:

This year, the students of grade twelve decided to go to a Shal forest near Dhaka for an educational excursion. This forest is also known by another native name to the local inhabitants. Due to several anthropogenic and environmental factors, this forest area is currently on the verge of destruction.


Q. By what other native or local name is this specific forest ecosystem widely known?",Deciduous forest,Gojari forest,Mangrove forest,Chala forest,b,"In common colloquial terms and native forestry practices across Bangladesh, the Shal tree is locally referred to as the Gojari tree. Therefore, these forests are popularly known as ""Gojari Bon"" (Gojari Forest)."
2024,Agriculture 2nd Paper,4,Dhaka Residential Model College,College,"Read the following stem and answer the question:

This year, the students of grade twelve decided to go to a Shal forest near Dhaka for an educational excursion. This forest is also known by another native name to the local inhabitants. Due to several anthropogenic and environmental factors, this forest area is currently on the verge of destruction.


Q. What are the distinct biological and ecological features of this forest?


i. Trees develop specialized pneumatophores

ii. All tree species shed their leaves completely during the winter season

iii. It is a natural forest ecosystem


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,Shal forest is an inland natural deciduous forest ecosystem (iii). Trees shed their leaves entirely in dry winter months (ii) to limit transpiration. Statement i is incorrect because pneumatophores are specialized respiratory adaptations unique to coastal mangrove systems.
2024,Agriculture 2nd Paper,4,Dhaka Residential Model College,College,"Read the following stem and answer the question:

This year, the students of grade twelve decided to go to a Shal forest near Dhaka for an educational excursion. This forest is also known by another native name to the local inhabitants. Due to several anthropogenic and environmental factors, this forest area is currently on the verge of destruction.


Q. What is the primary and most immediate purpose that this forest trip fulfills for the visiting students?",Environmental,Recreational,Economic,Biodiversity,b,"While forests possess major ecological and biological significance, an outdoor school trip organized specifically as an excursion or educational tour for students is categorized primarily under its recreational (চিত্তবিনোদন) value."
2024,Agriculture 2nd Paper,4,Dhaka Residential Model College,College,"What type of forestry model is the legal concept of a shared ""beneficiary"" (Upakarbhogi) operationally tied to?",Hill forest,Mangrove forest,Plain land forest,Social forest,d,"Social forestry introduces a participatory management framework where local community members maintain trees on state-owned strips (roadsides, embankments). These participants are legally designated as ""beneficiaries"" who receive a share of harvest revenues."
2024,Agriculture 2nd Paper,4,"Adamjee Cantonment College, Dhaka",College,What minimum percentage of forest cover is required to maintain a healthy natural ecological balance within a nation?,15%,20%,25%,30%,c,"Environmental scientists and ecologists state that a minimum of 25% of a country's total geographic territory must be sustained under balanced forest canopy to effectively regulate precipitation, carbon cycles, and climate patterns."
2024,Agriculture 2nd Paper,4,"Adamjee Cantonment College, Dhaka",College,Which of the following options represents a completely artificial or man-made forest classification?,Mangrove forest,Plain land forest,Social forest,Shal forest,c,"Mangrove, plain land, and Shal forests are indigenous natural ecosystems that evolved biologically in response to local geography. Social forest is entirely artificial—planned, planted, and curated via human intervention."
2024,Agriculture 2nd Paper,4,"Adamjee Cantonment College, Dhaka",College,"Read the following stem and answer the question:

Joni is a resident of North Bengal. While traveling to the southwestern coastal zone of Bangladesh, he observed a distinct type of forest ecosystem. The landscape was intersected by large and small tidal river channels, active wild beehives were common, and numerous specialized plant roots were seen growing vertically upward, piercing through the muddy soil.


Q. Which specific type of forest ecosystem did Joni observe during his travels?",Plain land forest,Hill forest,Mangrove forest,Social forest,c,"The combination of a southwestern coastal location in Bangladesh, tidal river waterways, abundant honey collection, and vertical aerial root projections confirms that Joni visited a classic littoral mangrove forest (the Sundarbans)."
2024,Agriculture 2nd Paper,4,"Adamjee Cantonment College, Dhaka",College,"Read the following stem and answer the question:

Joni is a resident of North Bengal. While traveling to the southwestern coastal zone of Bangladesh, he observed a distinct type of forest ecosystem. The landscape was intersected by large and small tidal river channels, active wild beehives were common, and numerous specialized plant roots were seen growing vertically upward, piercing through the muddy soil.


Q. What are the primary biological characteristics of the forest ecosystem that Joni observed?


i. Saltwater-tolerant muddy soil

ii. Viviparous (Zorayuj) germination occurs

iii. Presence of pneumatophores


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Mangrove habitats are defined by saline, waterlogged coastal clay (i). Because of the tidal shift, plants utilize viviparous germination so seeds sprout on the branch (ii) and grow pneumatophores to secure atmospheric respiration (iii)."
2024,Agriculture 2nd Paper,4,"Adamjee Cantonment College, Dhaka",College,What is the technical term for cutting away select branches of a young tree to provide it with a strong skeletal architecture and beautiful framework?,Mulching,Training,Pruning,Dressing,b,"""Training"" is the selective cutting and guiding of a young tree's structural branches to build a strong physical frame and balanced canopy. ""Pruning"" focuses on removing older or diseased twigs to maximize seasonal crop and fruit yield."
2024,Agriculture 2nd Paper,4,"Adamjee Cantonment College, Dhaka",College,Which season represents the absolute ideal time for transplanting tree seedlings into open fields across Bangladesh?,Winter season,Summer season,Rainy season,Year-round,c,"The rainy season (mid-June to August) offers ideal conditions for tree planting in Bangladesh. Continuous rainfall and high relative humidity eliminate moisture stress, ensuring rapid root establishment and maximum sapling survival."
2024,Agriculture 2nd Paper,4,Rangpur Cantonment Public School & College,College,Gewa wood serves as a vital primary industrial raw material for which of the following manufacturing sectors?,Rayon,Paper,Cottage industry,Match,b,"Due to the light wood weight, white coloration, and soft cell-wall structure of its pulp fibers, Gewa wood harvested from coastal regions is heavily consumed as a key industrial input for making newsprint and writing paper."
2024,Agriculture 2nd Paper,4,Rangpur Cantonment Public School & College,College,"Read the following stem and answer the question:

Afforestation and coastal greenbelt programs are being intensively executed on newly accreted sandbars (chars) along coastal zones including Noakhali, Bhola, and Cox's Bazar. These coastal greenbelts are locally referred to as ""Para Bon"" (pioneer mangrove belts).


Q. What is the paramount, foundational objective driving this coastal afforestation initiative?",Environmental conservation,Protection against natural disasters,Fuelwood supply generation,Local employment creation,b,"The primary objective of planting pioneer mangrove belts (""Para Bon"") along vulnerable coastal mudflats is to establish a living bio-shield. This green barrier reduces the impact of cyclonic wind velocities, absorbs tidal surges, and holds soil against erosion."
2024,Agriculture 2nd Paper,4,Rangpur Cantonment Public School & College,College,"Read the following stem and answer the question:

Afforestation and coastal greenbelt programs are being intensively executed on newly accreted sandbars (chars) along coastal zones including Noakhali, Bhola, and Cox's Bazar. These coastal greenbelts are locally referred to as ""Para Bon"" (pioneer mangrove belts).


Q. Which tree species constitute the dominant vegetation planted in this coastal afforestation model?


i. Keora

ii. Hijal

iii. Bain


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,The coastal intertidal zone demands halophytic mangrove species. Keora (Sonneratia apetala) and Bain (Avicennia) are perfectly suited for coastal sands (i and iii). Hijal (Barringtonia acutangula) is a freshwater wetland tree that cannot survive in high salinity.
