Subject,Chapter,Type,Category,q_text,opt_a,opt_b,opt_c,opt_d,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2025,board,"Closing entries are given to—

i. Close nominal accounts

ii. Close permanent accounts

iii. Close drawing accounts",i & ii,i & iii,ii & iii,"i, ii & iii",b,Closing entries transfer balances of nominal (income/expense) and drawing accounts to zero; permanent accounts are not closed.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2025,board,"Examples of capital expenditure are—

i. Purchase of plant

ii. Plant installation cost

iii. Plant repair cost",i & ii,i & iii,ii & iii,"i, ii, & iii",a,Asset purchase and installation are capital costs. General repairs are considered revenue expenditures.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2025,board,When are reversing entries provided?,Start of accounting period,End of accounting period,Mid-accounting period,Start of next accounting year,d,Reversing entries are made on the first day of the new period to simplify the recording of subsequent transactions.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2025,board,Which one is a Capital Income?,Interest income,Received rent,Share premium,Received discount,c,"Share premium is a non-recurring receipt from a long-term source, making it capital in nature.",
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2025,board,"Asset worksheet can be of—

i. 10 columns

ii. 12 columns

iii. 14 columns",i & ii,i & iii,ii & iii,"i, ii, & iii",d,"While 8, 10, and 12 columns are standard, 14-column worksheets are used when extra data is required.",
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2025,board,What type of expense is Research and Development?,Capital,Revenue,Deferred revenue,Operating,c,Expenses that provide benefits over several years but are revenue in nature are called deferred revenue expenditures.,
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2025,board,Which of the following is a Revenue Expenditure?,Insurance of machine,Installation cost of machine,VAT on machine purchase,Transport cost of machine,a,"Insurance is a recurring operating cost, whereas the others are part of the asset's cost (capital).",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2025,board,Money received from selling old furniture is—,Total income,Revenue income,Capital receipt,Capital income,c,The entire amount received from selling a fixed asset is a capital receipt.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2025,board,What is the total Service Revenue? (Based on stem),"37,000 TK","64,000 TK","67,000 TK","88,000 TK",b,"Service Revenue 50,000 TK + Accrued 5,000 TK + Earned portion of Unearned 9,000 TK (16,000 TK-7,000 TK) = 64,000 TK",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2025,board,"If 1/4 of Unearned Revenue is earned, what is the Net Service Revenue?","88,000 TK","67,000 TK","66,000 TK","59,000 TK",d,"50,000 TK (Revenue) + 5,000 TK (Accrued) + 4,000 TK (1/4 of 16,000 TK) = 59,000 TK",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2025,board,Amortization of leasehold property is—,Capital Income,Capital Expenditure,Revenue Income,Revenue Expenditure,d,Annual wear and tear or expiration of a fixed asset's value is treated as a revenue expense.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2025,board,Which one is a Capital Expenditure?,Machine installation cost,Furniture repair,Purchase of goods,Rent payment,a,"Installation increases asset value and capacity, qualifying as capital expenditure.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2025,board,Which entry makes the balance of income-expense accounts zero?,Closing entry,Opening entry,Rectifying entry,Reversing entry,a,Closing entries transfer nominal account balances to the Income Summary to reset them for the next period.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2025,board,Through which entry are revenue accounts closed?,Opening entry,Adjusting entry,Reversing entry,Closing entry,d,Nominal (revenue/expense) accounts are always closed using closing entries at year-end.,
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2025,board,"Which entry is given at the end of the period for accrued income, unearned income, etc.?",Closing entry,Rectifying entry,Adjusting entry,Reversing entry,c,Adjusting entries ensure the matching principle is followed by recording revenues and expenses in the correct period.,
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2025,board,"When unearned income is adjusted, what happens?","Income increases, Liability decreases","Asset increases, Income decreases","Asset increases, Income increases","Asset increases, Liability decreases",a,"As unearned revenue is earned, the liability is removed and recognized as actual income.",
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2025,board,"Closing entries are provided for—

i. Closing nominal accounts

ii. Closing drawing accounts

iii. Closing permanent accounts",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Only temporary accounts (nominal and drawings) are closed. Assets, liabilities, and equity (permanent) remain.",
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2025,board,Which one is an optional step in the accounting cycle?,Worksheet,Journal,Ledger,Financial Statements,a,"While helpful for preparing final accounts, a worksheet is not a mandatory legal requirement of the cycle.",
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2025,board,"Where is ""Drawings"" shown in a worksheet?",Debit of Income Statement,Credit of Income Statement,Debit of Statement of Financial Position,Credit of Statement of Financial Position,c,Drawings reduce equity and are shown on the debit side of the Balance Sheet (Financial Position) columns.,
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2025,board,Which account balance becomes zero after closing entries?,Insurance Premium,Prepaid Rent,Salaries Payable,Accumulated Depreciation,a,"Insurance Premium is a nominal (expense) account, which is closed at year-end. Others are permanent/real accounts.",
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2025,board,"If goods are sold at cost (no profit), the effect is—

i. Expense decreases

ii. Income decreases

iii. Assets decrease",i & ii,i & iii,ii & iii,"i, ii & iii",a,Selling at cost reduces purchase (expense) and results in no profit/income. Asset (stock) simply changes to cash.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2025,board,"Examples of deferred expenses are—

i. Deferred Advertisement

ii. Research & Development

iii. Preliminary Expenses",i & ii,i & iii,ii & iii,"i, ii & iii",d,All three are types of revenue expenditures whose benefits extend over multiple accounting periods.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2025,board,When are reversing entries provided?,1st day of accounting period,Before adjusting entries,Last day of accounting period,Before preparing financial statements,a,Reversing entries are traditionally recorded on the first day of the new accounting cycle.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2025,board,Which entry is required to close revenue accounts?,Rectifying Journal,Opening Journal,Closing Journal,Adjusting Journal,c,Closing journals are specifically used to reset nominal accounts (income/expense) to zero.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2025,board,"Trial Balance shows Office Supplies 1,000 TK. Ending Supplies in adjustment is 600. The adjusting entry is—",Expense Debit 1000; Credit 1000,Expense Debit 600; Credit 600,Expense Debit 600; Credit 600,Expense Debit 400; Credit 400,d,"The used portion (1,000 TK - 600 = 400) is the expense. Journal: Supplies Expense Debit. 400, Office Supplies Credit. 400.",
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2024,board,Which of the following is considered an asset of the business?,Capital Receipt,Revenue Receipt,Capital Expenditure,Revenue Expenditure,c,"Capital expenditures result in the acquisition of fixed assets, which provide long-term service.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2024,board,Which one is a Capital Income?,Sale of land,Sale of goods,Service revenue,Commission income,a,"Selling land is a non-recurring event involving a fixed asset, resulting in a capital receipt/income.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2024,board,What cannot be known from a worksheet?,Net Profit,Gross Profit,Total Assets,Total Liabilities,b,"While a worksheet calculates Net Profit and identifies assets/liabilities, it doesn't typically isolate Gross Profit like a Trading Account.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2024,board,Which of the following is NOT in an 8-column worksheet?,Trial Balance,Adjustments,Adjusted Trial Balance,Income Statement,c,An 8-column worksheet skips the Adjusted Trial Balance column to save space.,
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2024,board,"If an adjusting entry for prepaid expense is omitted, what is the effect?","Income ↓, Asset ↑","Income ↓, Asset ↓","Income ↑, Asset ↑","Income ↑, Asset ↓",b,Omitting the adjustment fails to recognize the expense (overstating income) and fails to reduce the asset (overstating assets).,
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2024,board,"Adjusting entries ensure—

i. Recognizing expense when incurred

ii. Recording revenue when earned

iii. Showing correct income statement",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Adjusting entries are the foundation of the accrual basis, ensuring all revenues and expenses are matched correctly.",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2024,board,Which account does NOT require a closing entry?,Interest Income,Sales Revenue,Accumulated Depreciation,Salary Expense,c,"Accumulated Depreciation is a contra-asset (permanent account), so it is not closed at year-end.",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2024,board,"Which statement about the ""Accrual Basis of Accounting"" is correct?",Presents wrong image,Revenue recognized when earned,Doesn't follow GAAP,Recorded only when cash is received,b,"The accrual basis recognizes revenue and expenses when they occur, regardless of when cash changes hands.",
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2024,board,Which balance becomes zero after preparing closing entries?,Service Revenue,Unearned Service Revenue,Accumulated Depr.,Prepaid Insurance,a,Only nominal accounts like Service Revenue are zeroed out to the Income Summary.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2024,board,When is a reversing entry made?,1st day of period,After adjustments,Last day of period,Before fin. statements,a,It is performed at the very beginning of a new period to reverse certain adjusting entries from the prior period.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2024,board,"What can be known through preparing a worksheet?

i. Net profit or loss

ii. State of assets/Liabilities

iii. Account balances",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Asset worksheet summarizes the Trial Balance, Adjustments, Income Statement, and Balance Sheet all in one place.",
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2024,board,"Out of 900 commission received, if 100 is unearned, what is the revenue income?",700 TK,800 TK,900 TK,1000 TK,b,Revenue Income = Total Received (900) - Unearned (100) = 800 TK,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2024,board,When are reversing entries given?,Any time,Start or end of any time,End of a specific time,Start of a specific time,d,They are specific to the start of a new accounting cycle/period.,
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2024,board,Acquiring a fixed asset is called—,Capital Expenditure,Revenue Expenditure,Capital Receipt,Revenue Income,a,Costs incurred to acquire assets that provide long-term benefits are classified as capital expenditures.,
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2024,board,"The necessity of closing entries is to—

i. Close fixed asset accounts

ii. Close nominal accounts

iii. Close drawing accounts",i & ii,i & iii,ii & iii,"i, ii & iii",c,"Closing entries reset temporary accounts (Income, Expense, Drawings) to zero; fixed assets (permanent) are never closed.",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2024,board,"If the adjusting entry for accrued income is omitted—

i. Profit will be understated

ii. Income will be understated

iii. Equity will be understated",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Failing to record earned income results in lower reported profit, which in turn understates the owner's equity.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2024,board,Which entry is required to close revenue and expense accounts?,Adjusting Journal,Opening Journal,Rectifying Journal,Closing Journal,d,Closing journals transfer nominal account balances to the Income Summary to prepare for the next period.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2024,board,Which account requires a closing entry?,Drawings,Capital,Unearned Income,Prepaid Insurance,a,Drawings is a temporary account that must be closed against the Capital account at the end of the year.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2024,board,What is a worksheet in a true sense?,Asset Journal,Asset Ledger,Asset Rough sheet (Draft),Asset Financial Statement,c,Asset worksheet is an informal draft used by accountants to simplify the preparation of formal financial statements.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2024,board,Which account balance becomes zero after providing closing entries?,Service Revenue,Supplies,Accumulated Depreciation,Prepaid Insurance,a,Service Revenue is a nominal account. Nominal accounts are the only ones zeroed out via closing entries.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2024,board,Which one is different from the other three?,Apprentice Premium,Apprentice Allowance,Insurance Premium,Utility Expense,a,"Apprentice Premium is an ""Income"" for the business, while the other three are ""Expenses.""",
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2024,board,What is indicated by the adjustment of unearned income?,Asset ↑ and Income ↑,Asset ↓ and Income ↓,Liability ↓ and Income ↑,Liability ↑ and Income ↓,c,"When unearned income is earned, the liability (Unearned) decreases and the actual Revenue (Income) increases.",
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2024,board,Which of the following is an example of Revenue Expenditure?,Import duty on machine,Transport of machine,Installation of machine,Maintenance of machine,d,"Regular maintenance is a recurring expense (revenue), whereas purchase-related costs are capitalized.",
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2024,board,What type of journal is used to update accounts at the end of the period?,General Journal,Adjusting Journal,Closing Journal,Reversing Journal,b,Adjusting entries are used to bring account balances up to date under the accrual basis of accounting.,
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2024,board,Adjusting advanced (unearned) income—,Increases income & asset,Decreases liability & increases income,Decreases income & asset,Increases expense & liability,b,Adjusting unearned income recognizes that a liability has now been converted into earned revenue.,
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2023,board,Which step of the accounting cycle is optional?,Journal,Trial Balance,Ledger,Worksheet,d,The worksheet is a tool for the accountant's convenience and is not a mandatory part of the formal cycle.,
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2023,board,For which type of accounts are closing entries prepared?,Personal accounts,Nominal accounts,Real (Asset) accounts,Liability accounts,b,Closing entries are only for nominal accounts (Income and Expenses) and the Drawings account.,
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2023,board,Which heading is NOT required in an 8-column worksheet?,Adjustment,Adjusted Trial Balance,Income Statement,Balance Sheet,b,"An 8-column worksheet moves directly from adjustments to the financial statement columns, skipping the adjusted trial balance.",
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2023,board,"Closing entries are provided to—

i. Finish income accounts

ii. Finish expense accounts

iii. Finish drawing accounts",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Closing entries ""finish"" or zero out all temporary accounts for the current period.",
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2023,board,"Adjusting entries implement which accounting principles?

i. Accounting Period Concept

ii. Accrual Basis

iii. Revenue Recognition",i & ii,i & iii,ii & iii,"i, ii & iii",d,Adjusting entries ensure that revenues and expenses are matched to the correct time period (Accrual/Matching).,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2023,board,Which is included in Capital Expenditure?,Interest on loan,Machine installation cost,Travel expense,Interest on capital,b,Costs necessary to get a fixed asset ready for its intended use (like installation) are capitalized.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2023,board,"Which columns are included in a 10-column worksheet?

i. Income Statement

ii. Retained Earnings Statement

iii. Statement of Financial Position",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Asset standard 10-column worksheet includes Trial Balance, Adjustments, Adjusted Trial Balance, Income Statement, and Balance Sheet.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2023,board,Which of the following is a Capital Expenditure?,Land development,Salary payment,Prepaid insurance,Capital,a,"Improving land increases its value and utility over the long term, making it a capital expenditure.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2023,board,Which of the following is a Revenue Income?,Sale of land,Sale of asset,Interest received,Share premium,c,"Interest received is a recurring operating income, making it revenue-based. Others are capital items.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2023,board,"Which of these is a part of a Worksheet?

i. Trial Balance

ii. Ledger

iii. Journal",i,i & iii,ii & iii,"i, ii & iii",a,Asset worksheet starts with a Trial Balance as its first column. Ledger and Journal are separate books.,
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2023,board,What is the reversing entry for Accrued Salaries?,Salaries Debit; Cash Credit,Salaries Debit; Salaries Payable Credit,Income Summary Debit; Salaries Credit,Salaries Payable Debit; Salaries Credit,d,Asset reversing entry is the opposite of an adjusting entry. It clears the liability at the start of the next period.,
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2023,board,"Trial Balance shows Salary 20,000 TK and Accrued Salary 5,000 TK. How much is shown in the Adjusted Trial Balance column?","25,000 TK","20,000 TK","30,000 TK","15,000 TK",a,"Adjusted amount = Trial Balance (20,000 TK) + Adjustment (5,000 TK) = 25,000 TK.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2023,board,What is the adjusting entry for Accrued Salaries?,Salaries Debit; Salaries Payable Credit,Salaries Debit; Cash Credit,Salaries Payable Debit; Salaries Credit,Salaries Debit; Income Summary Credit,a,"To record an expense that has been incurred but not yet paid, we debit the expense and credit the liability.",
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2023,board,Which account is closed with a closing entry at the end of the period?,Asset account,Liability account,Equity account,Revenue account,d,Revenue and Expense accounts (nominal accounts) are closed annually to reset their balances.,
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2023,board,Which of the following is NOT determined in a worksheet?,Gross Profit,Net Profit,Total Assets,Total Liabilities,a,Worksheets focus on Net Profit calculation; Gross Profit is typically identified in the formal Trading Account.,
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2023,board,Which of the following is a Deferred Revenue Expenditure?,Advertisement,Accrued Salary,Depreciation,Prepaid Insurance,a,Large advertisement costs that benefit the business for several years are treated as deferred revenue.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2023,board,"Anna Traders buys a building for 2,05,000 TK, pays 1,000 TK for stamps, and 4,000 TK for other contract costs. Total Capital Expenditure?","2,10,000 TK","2,09,000 TK","2,06,000 TK","2,05,000 TK",a,"Capital Expense = Purchase Price (2,05,000 TK) + Stamp (1,000 TK) + Contract costs (4,000 TK) = 2,10,000 TK.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2023,board,Which one is the scientific method of accounting?,Cash Basis,Accrual Basis,Single Entry,Triple Entry,b,Accrual Basis is globally accepted as scientific because it matches revenue and expenses to their actual periods.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2023,board,Which of the following is NOT mandatory?,Journal,Ledger,Financial Statements,Worksheet,d,The worksheet is an optional working paper used to simplify the preparation of final accounts.,
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2023,board,"When prepaid rent expires, what is credited in the adjusting entry?",Rent Expense,Rent Payable,Rent Received,Prepaid Rent,d,"As the asset (Prepaid Rent) is used up, it must be reduced by crediting it.",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2023,board,Which of the following is a Capital Income?,Proceeds from temporary asset sale,Revenue from goods sale,Profit on sale of fixed asset,Additional capital brought in,c,Profit made above the book value when selling a fixed asset is considered capital income.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2023,board,Which accounting system records revenues and expenses related to the current year?,Cash basis,Accrual basis,Accrual & Advance basis,Cash & Accrual basis,b,"The accrual basis records transactions when they occur, regardless of the timing of cash flows.",
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2023,board,What is the reversing entry for Accrued Interest on Loan?,Interest. Debit; Accrued Interest. Credit,Accrued Interest. Debit; Interest. Credit,Interest. Debit; Cash Credit,P&Liability Debit; Interest. Credit,b,"To reverse the adjustment from the previous year, we debit the liability and credit the expense.",
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2023,board,What is the purpose of preparing closing entries?,To close Income/Expense accounts,To close Liability accounts,To close Asset accounts,To close Capital account,a,Closing entries reset the balances of temporary (nominal) accounts so the next period starts fresh.,
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2022,board,Asset worksheet is usually prepared—,After Ledger,Before Trial Balance,Before Financial Statements,After Financial Statements,c,It acts as a bridge between the Trial Balance and the formal Financial Statements.,
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2022,board,"Ad expense is 50,000 TK and free goods distributed 10,000 TK. Total to be written off over 5 years. Current year expense?","60,000 TK","40,000 TK","12,000 TK","10,000 TK",c,"Total (50,000 TK + 10,000 TK) / 5 years = 12,000 TK per year.",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2022,board,What is the adjusting entry to defer the remaining advertisement?,Ad Debit; Def. Ad Credit,Ad Debit; Def. Ad Credit,Def. Ad Debit; Ad Credit (48k),Def. Ad Debit; Ad Credit (48k),d,"Note: Total 60k - 12k used = 48k to be deferred. Journal: Deferred Ad Debit. 48,000 TK; Ad Expense Credit. 48,000 TK.",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2022,board,Which of the following is prepared on loose sheets?,Journal,Ledger,Trial Balance,Worksheet,d,"Worksheets are typically prepared on large, multi-column loose paper rather than bound books.",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2022,board,Which of the following is a Revenue Expenditure?,Cost of purchasing machine,Installation wages for machine,Ship freight for machine,Annual insurance for machine,d,"Annual insurance is a recurring operating cost. Options Asset, B, and C are capital costs included in the asset's price.",
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2022,board,"If the adjusting entry for accrued expense is omitted—

i) Profit is overstated

ii) Expense is understated

iii) Profit is understated",i & ii,i & iii,ii & iii,"i, ii & iii",a,Failing to record an expense results in lower total expenses (understated) and higher reported profit (overstated).,
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2022,board,"Why are closing entries required?

i) To close expenses

ii) To close income

iii) To close capital expenditures",i & ii,i & iii,ii & iii,"i, ii & iii",a,Closing entries target temporary (nominal) accounts like income and expense. Capital expenditures involve permanent assets.,
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2022,board,How many columns are required in the most widely used worksheet?,12,10,8,6,b,The 10-column worksheet is the standard format used in most academic and professional scenarios.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2022,board,Which heading is NOT required in an 8-column worksheet?,Adjusting Journal,Adjusted Trial Balance,Income Statement,Balance Sheet,b,"To keep it to 8 columns, the Adjusted Trial Balance step is performed mentally or combined into the final columns.",
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2022,board,"Asset worksheet is—

i) Optional step of accounting cycle

ii) Can be 8/10/12 columns

iii) Prepared at the start of the year",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Worksheets are optional and multi-columned, but they are prepared at the end of the period, not the start.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2022,board,Which entry is required to close nominal accounts?,Rectifying Journal,Adjusting Journal,Closing Journal,Opening Journal,c,Closing journals transfer nominal balances to the Income Summary to reset them for the next year.,
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2022,board,"Which is known as the ""Road Map"" for preparing financial statements?",Ledger,Trial Balance,Worksheet,Financial Statement,c,The worksheet acts as a road map by organizing all adjustments and accounts before the final report.,
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2022,board,Which is NOT a permanent record of account keeping?,Cash Book,Ledger,Financial Statement,Worksheet,d,The worksheet is a working paper (draft) and is not considered a formal or permanent accounting book.,
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2022,board,If accrued expense is not adjusted—,"Profit overstated, Expense understated","Expense understated, Profit understated","Profit understated, Expense overstated","Expense overstated, Profit overstated",a,"Unrecorded expenses lead to a ""fake"" higher profit and an inaccurate lower expense figure.",
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2022,board,"Capital expenses include—

i) Machine purchase

ii) Machine installation cost

iii) Machine repair cost",i & ii,ii & iii,i & iii,"i, ii & iii",a,Asset purchase and setup are capital costs. Maintenance/repairs are recurring revenue expenditures.,
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2022,board,"If ""Purchase of Goods"" is wrongly debited to ""Repairs,"" what is the rectifying entry?",Purchase Debit; Repairs Credit,Repairs Debit; Purchase Credit,Cash Debit; Purchase Credit,Purchase Debit; Cash Credit,a,"To fix it, you debit the account that should have been used (Purchase) and credit the wrong one (Repairs).",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2022,board,What is helpful to prepare before final financial statements?,Reversing entry,Bank Reconciliation,Worksheet,Closing entry,c,Asset worksheet ensures all adjustments are correct before committing them to the formal final statements.,
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2022,board,"Stem: Sale by check 12k, Credit sale 22k, Cash purchase 8k, Credit purchase 30k, Computer 16k. Total records on Accrual Basis?","88,000 TK","72,000 TK","68,000 TK","20,000 TK",a,"Accrual basis records all transactions regardless of cash: 12+22+8+30+16 = 88,000 TK",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2022,board,"Based on the stem above, what is the Net Income on a Cash Basis?","12,000 TK","4,000 TK","36,000 TK","30,000 TK",b,"Cash Basis: Only Cash Sales (12k via check) - Cash Purchase (8k) = 4,000 TK income.",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2022,board,"The basis of adjusting entries is accounting's—

i) Time period concept

ii) Accrual basis

iii) Revenue recognition & Matching",i & ii,i & iii,ii & iii,"i, ii & iii",d,Adjustments exist solely to align revenues and expenses with the correct accounting period (Accrual).,
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2022,board,What is the entry to close Net Profit?,Income Summary Debit; Capital Credit,Capital Debit; Income Summary Credit,Income Summary Debit; Net Income Credit,Net Profit Debit; Income Summary Credit,a,"Net profit is transferred to Capital. Since profit increases equity, Capital is credited.",
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2022,board,"5,000 TK commission earned but not recorded—which account is debited?",Receivable Commission,Commission Account,Accrued Commission,Unearned Commission,a,Earned but unpaid income is an asset. Accrued or Receivable Commission is debited.,
Accounting 1st,Chapter 7 : Work Sheet,Mymensingh - 2022,board,Which account balance remains after providing closing entries?,Income account,Expense account,Asset account,Drawings account,c,"Permanent accounts (Assets, Liabilities, Capital) carry their balances forward and are never closed.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2022,board,What is the result of adjusting unearned income (Liability method)?,Asset ↑ & Expense ↓,Asset ↓ & Expense ↑,Liability ↓ & Income ↑,Liability ↑ & Income ↓,c,"Adjusting unearned income recognizes that the liability has been fulfilled, turning it into earned income.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2022,board,What type of expenditure is the installation cost of a newly purchased machine?,Revenue,Deferred Revenue,Capital,Capital & Revenue,c,Any cost necessary to bring an asset to its intended working condition is a capital expenditure.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2021,board,"Closing entries are provided to—

i. Close nominal accounts

ii. Close fixed assets

iii. Close drawing accounts",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Closing entries target temporary accounts (Income, Expense, Drawings). Fixed assets are permanent.",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2019,board,What type of expenditure is the extension of a building?,Variable,Deferred Revenue,Capital,Revenue,c,"Extension increases the capacity or value of a fixed asset, qualifying as a capital expenditure.",
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2019,board,What type of transaction is the modernization cost of machinery?,Capital Expenditure,Revenue Expenditure,Recurring Expenditure,Deferred Revenue,a,"Modernization improves efficiency and extends the life of an asset, making it a capital expenditure.",
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2019,board,For which accounting concept are adjustments for unpaid salary and unused supplies required?,Matching,Conservatism,Revenue Recognition,Historical Cost,a,The Matching Principle requires expenses to be recorded in the same period as the related revenue.,
